Date,Time,Temp,SpCond,pH,pHmV,Chloride,AmmoniumN,NitrateN,Turbidity.,DO
9/22/2015,23:50:53,13.81,0.798,7.13,-33.5,64.8,3.73,0,-0.5,81.18
9/22/2015,23:55:53,13.81,0.799,7.12,-33.3,64.27,3.67,0,-0.5,81.24
9/23/2015,0:00:53,13.81,0.798,7.13,-33.4,64.4,3.74,0,-0.5,81.19
9/23/2015,0:05:53,13.81,0.803,7.13,-33.4,64.62,3.78,0,-0.5,81.21
9/23/2015,0:10:53,13.81,0.8,7.13,-33.4,64.73,3.72,0,-0.4,81.25
9/23/2015,0:15:53,13.81,0.799,7.13,-33.4,64.61,3.73,0,-0.4,81.29
9/23/2015,0:20:53,13.81,0.798,7.13,-33.4,64.51,3.71,0,-0.5,81.11
9/23/2015,0:25:53,13.81,0.798,7.13,-33.4,64.43,3.75,0,-0.6,81.12
9/23/2015,0:30:53,13.81,0.798,7.13,-33.6,65.19,3.65,0,-0.3,81.25
9/23/2015,0:35:53,13.8,0.799,7.13,-33.4,64.65,3.68,0,-0.6,81.32
9/23/2015,0:40:53,13.8,0.803,7.13,-33.4,64.7,3.64,0,-0.5,81.32
9/23/2015,0:45:53,13.8,0.8,7.13,-33.6,65.29,3.65,0,0.3,81.35
9/23/2015,0:50:53,13.8,0.798,7.13,-33.4,64.82,3.71,0,-0.5,81.26
9/23/2015,0:55:53,13.8,0.798,7.13,-33.6,65.22,3.66,0,-0.4,81.34
9/23/2015,1:00:53,13.8,0.799,7.13,-33.4,64.83,3.68,0,-0.3,81.29
9/23/2015,1:05:53,13.8,0.799,7.13,-33.6,65.33,3.7,0,-0.4,81.25
9/23/2015,1:10:53,13.8,0.799,7.13,-33.5,64.99,3.7,0,-0.4,81.18
9/23/2015,1:15:53,13.8,0.798,7.13,-33.6,65.24,3.68,0,-0.6,81.16
9/23/2015,1:20:53,13.8,0.799,7.13,-33.4,64.83,3.67,0,-0.5,81.23
9/23/2015,1:25:53,13.8,0.799,7.13,-33.4,64.88,3.61,0,-0.5,81.29
9/23/2015,1:30:53,13.79,0.799,7.13,-33.7,65.58,3.63,0,-0.5,81.18
9/23/2015,1:35:53,13.79,0.799,7.13,-33.6,65,3.68,0,-0.5,81.21
9/23/2015,1:40:53,13.79,0.799,7.13,-33.5,64.82,3.6,0,-0.4,81.22
9/23/2015,1:45:53,13.79,0.8,7.13,-33.7,65.29,3.61,0,-0.4,81.26
9/23/2015,1:50:53,13.79,0.799,7.13,-33.6,65.14,3.65,0,-0.5,81.24
9/23/2015,1:55:53,13.79,0.801,7.13,-33.6,65.21,3.63,0,0.9,81.16
9/23/2015,2:00:53,13.79,0.799,7.13,-33.7,65.49,3.64,0,1.3,81.16
9/23/2015,2:05:53,13.78,0.799,7.13,-33.6,65.58,3.62,0,-0.1,81.19
9/23/2015,2:10:53,13.78,0.799,7.13,-33.7,65.51,3.65,0,-0.3,81.17
9/23/2015,2:15:53,13.78,0.799,7.13,-33.7,65.63,3.63,0,-0.4,81.18
9/23/2015,2:20:53,13.78,0.8,7.13,-33.7,65.63,3.62,0,-0.4,81.05
9/23/2015,2:25:53,13.78,0.8,7.13,-33.9,66.3,3.65,0,-0.3,81.11
9/23/2015,2:30:53,13.78,0.8,7.13,-33.8,65.89,3.68,0,-0.5,81.36
9/23/2015,2:35:53,13.78,0.8,7.13,-33.8,66.35,3.69,0,-0.1,81.29
9/23/2015,2:40:53,13.77,0.8,7.13,-33.9,66.62,3.63,0,-0.4,81.37
9/23/2015,2:45:53,13.77,0.8,7.13,-33.8,66.7,3.67,0,-0.5,81.31
9/23/2015,2:50:53,13.77,0.799,7.13,-33.6,65.91,3.67,0,-0.4,81.26
9/23/2015,2:55:52,13.77,0.808,7.13,-33.8,66.48,3.76,0,-0.5,81.27
9/23/2015,3:00:53,13.77,0.805,7.13,-33.6,66.01,3.65,0,-0.4,81.26
9/23/2015,3:05:53,13.77,0.8,7.13,-33.7,65.98,3.62,0,-0.4,81.36
9/23/2015,3:10:53,13.77,0.801,7.13,-33.8,66.31,3.66,0,-0.3,81.1
9/23/2015,3:15:53,13.76,0.801,7.13,-33.8,66.38,3.66,0,-0.5,81.05
9/23/2015,3:20:53,13.76,0.801,7.13,-33.8,66.57,3.65,0,-0.4,81.01
9/23/2015,3:25:53,13.76,0.801,7.13,-33.7,66.15,3.67,0,-0.4,81.07
9/23/2015,3:30:53,13.76,0.801,7.13,-33.9,66.71,3.67,0,-0.5,81.24
9/23/2015,3:35:53,13.76,0.801,7.13,-33.7,66.18,3.64,0,-0.5,81.05
9/23/2015,3:40:54,13.76,0.801,7.14,-33.9,66.97,3.63,0,-0.3,81.26
9/23/2015,3:45:53,13.76,0.803,7.13,-33.6,66.18,3.72,0,-0.4,81.03
9/23/2015,3:50:53,13.76,0.802,7.13,-33.8,66.78,3.66,0,-0.4,81.21
9/23/2015,3:55:53,13.76,0.802,7.14,-33.9,66.95,3.74,0,0,81.02
9/23/2015,4:00:53,13.76,0.802,7.13,-33.9,66.81,3.68,0,-0.4,81.22
9/23/2015,4:05:53,13.76,0.803,7.13,-33.7,66.43,3.76,0,-0.5,80.99
9/23/2015,4:10:53,13.76,0.803,7.13,-33.9,66.89,3.7,0,-0.4,81.02
9/23/2015,4:15:53,13.76,0.802,7.13,-33.9,67.15,3.68,0,0.3,81.16
9/23/2015,4:20:53,13.76,0.802,7.13,-33.7,66.78,3.71,0,-0.2,81.05
9/23/2015,4:25:53,13.76,0.802,7.13,-33.9,67.34,3.71,0,-0.2,81.19
9/23/2015,4:30:53,13.76,0.802,7.13,-33.8,66.96,3.74,0,0.7,80.91
9/23/2015,4:35:53,13.76,0.802,7.13,-33.9,67.36,3.7,0,2.6,81.11
9/23/2015,4:40:53,13.75,0.802,7.13,-33.9,67.48,3.66,0,4,81.04
9/23/2015,4:45:53,13.75,0.801,7.13,-33.9,67.78,3.69,0,2.5,81.16
9/23/2015,4:50:53,13.75,0.803,7.13,-33.7,67.04,3.7,0,0.6,81.02
9/23/2015,4:55:53,13.75,0.804,7.13,-33.6,66.81,3.71,0,0.2,81.28
9/23/2015,5:00:53,13.75,0.803,7.13,-33.6,66.88,3.69,0,-0.1,81.11
9/23/2015,5:05:53,13.75,0.803,7.13,-33.7,67.25,3.73,0,0,81.16
9/23/2015,5:10:53,13.75,0.804,7.13,-33.7,67.23,3.69,0,-0.2,81.26
9/23/2015,5:15:53,13.75,0.804,7.13,-33.9,67.48,3.68,0,0,81.42
9/23/2015,5:20:53,13.75,0.804,7.13,-33.8,67.33,3.69,0,-0.2,81.37
9/23/2015,5:25:53,13.75,0.805,7.13,-33.9,67.54,3.68,0,-0.2,81.06
9/23/2015,5:30:53,13.75,0.805,7.13,-33.6,66.74,3.65,0,-0.2,81.31
9/23/2015,5:35:53,13.75,0.804,7.13,-33.6,66.72,3.7,0,-0.2,81.27
9/23/2015,5:40:53,13.75,0.804,7.13,-33.8,67.17,3.71,0,-0.3,81.23
9/23/2015,5:45:53,13.75,0.809,7.13,-33.7,66.61,3.69,0,-0.2,81.3
9/23/2015,5:50:53,13.75,0.806,7.13,-33.9,67.25,3.68,0,-0.3,81.47
9/23/2015,5:55:53,13.74,0.803,7.13,-33.8,67.21,3.68,0,-0.2,81.44
9/23/2015,6:00:53,13.74,0.803,7.14,-33.9,67.54,3.69,0,-0.1,81.44
9/23/2015,6:05:53,13.74,0.803,7.13,-33.8,67.37,3.66,0,0.3,81.48
9/23/2015,6:10:53,13.74,0.804,7.13,-33.8,67.3,3.66,0,0,81.53
9/23/2015,6:15:54,13.74,0.804,7.14,-33.9,67.68,3.66,0,-0.1,81.47
9/23/2015,6:20:54,13.74,0.805,7.13,-33.8,67.01,3.64,0,-0.3,81.53
9/23/2015,6:25:54,13.74,0.806,7.14,-33.9,67.58,3.65,0,-0.2,81.52
9/23/2015,6:30:53,13.74,0.806,7.13,-33.9,67.15,3.68,0,-0.2,81.55
9/23/2015,6:35:53,13.74,0.805,7.13,-33.9,67.3,3.68,0,-0.4,81.68
9/23/2015,6:40:53,13.74,0.808,7.13,-33.9,67.51,3.7,0,-0.4,81.66
9/23/2015,6:45:54,13.73,0.805,7.14,-34,68.01,3.63,0,-0.4,81.54
9/23/2015,6:50:54,13.73,0.805,7.13,-33.8,67.44,3.65,0,-0.2,81.58
9/23/2015,6:55:53,13.73,0.805,7.13,-33.8,67,3.7,0,-0.2,81.69
9/23/2015,7:00:54,13.73,0.805,7.13,-33.8,67.74,3.65,0,0.9,81.86
9/23/2015,7:05:53,13.73,0.806,7.14,-34,68.38,3.67,0,-0.3,81.85
9/23/2015,7:10:53,13.74,0.806,7.14,-33.9,67.96,3.67,0,-0.5,82.11
9/23/2015,7:15:54,13.74,0.806,7.14,-33.9,68.32,3.67,0,-0.5,82.2
9/23/2015,7:20:53,13.74,0.804,7.14,-34,68.16,3.76,0,-0.5,82.33
9/23/2015,7:25:53,13.74,0.809,7.14,-34,68.27,3.67,0,-0.4,82.35
9/23/2015,7:30:53,13.74,0.806,7.14,-33.9,67.96,3.66,0,-0.5,82.34
9/23/2015,7:35:53,13.75,0.806,7.13,-33.8,67.47,3.67,0,-0.4,82.5
9/23/2015,7:40:53,13.75,0.807,7.14,-34.1,68.07,3.64,0,-0.5,82.51
9/23/2015,7:45:53,13.75,0.806,7.14,-34.1,68.38,3.66,0,-0.5,82.74
9/23/2015,7:50:53,13.75,0.811,7.14,-33.9,68.04,3.67,0,-0.5,82.83
9/23/2015,7:55:53,13.76,0.812,7.14,-33.9,68.4,3.66,0,1.2,82.84
9/23/2015,8:00:53,13.76,0.812,7.13,-33.8,68.02,3.63,0,-0.1,82.98
9/23/2015,8:05:53,13.77,0.807,7.14,-33.9,68.49,3.67,0,-0.5,83.09
9/23/2015,8:10:53,13.78,0.806,7.14,-34.1,68.71,3.65,0,-0.5,83.09
9/23/2015,8:15:53,13.78,0.807,7.13,-33.8,67.86,3.61,0,-0.5,83.3
9/23/2015,8:20:53,13.79,0.806,7.14,-34,68.58,3.61,0,-0.3,83.12
9/23/2015,8:25:53,13.8,0.807,7.14,-33.9,68.4,3.6,0,-0.4,83.22
9/23/2015,8:30:53,13.81,0.807,7.14,-34,68.75,3.57,0,-0.5,83.32
9/23/2015,8:35:53,13.81,0.808,7.13,-33.8,67.66,3.68,0,-0.6,83.13
9/23/2015,8:40:53,13.82,0.808,7.13,-33.8,68.03,3.67,0,0,83.4
9/23/2015,8:45:54,13.83,0.809,7.13,-33.8,67.76,3.66,0,-0.7,83.54
9/23/2015,8:50:53,13.85,0.808,7.13,-33.7,67.89,3.7,0,-0.7,83.66
9/23/2015,8:55:53,13.85,0.808,7.13,-33.8,68.08,3.65,0,-0.6,84.07
9/23/2015,9:00:53,13.86,0.808,7.13,-33.6,67.75,3.65,0,-0.7,83.82
9/23/2015,9:05:53,13.86,0.809,7.13,-33.5,67.34,3.73,0,-0.6,84.05
9/23/2015,9:10:53,13.87,0.809,7.13,-33.4,67.18,3.64,0,-0.5,84.01
9/23/2015,9:15:54,13.88,0.809,7.13,-33.5,67.01,3.65,0,-0.5,84.11
9/23/2015,9:20:53,13.89,0.81,7.13,-33.4,67.27,3.69,0,-0.5,84.43
9/23/2015,9:25:53,13.91,0.809,7.13,-33.8,68.55,3.59,0,0.6,85.1
9/23/2015,9:30:53,13.94,0.809,7.13,-33.7,68.23,3.54,0,-0.6,85.6
9/23/2015,9:35:53,13.96,0.809,7.13,-33.7,68.24,3.53,0,-0.5,86.17
9/23/2015,9:40:53,13.98,0.809,7.13,-33.7,67.43,3.61,0,-0.6,86.56
9/23/2015,9:45:53,13.99,0.809,7.14,-33.9,68.38,3.55,0,-0.6,86.58
9/23/2015,9:50:53,13.98,0.81,7.13,-33.9,68.14,3.56,0,-0.6,86.42
9/23/2015,9:55:53,13.99,0.81,7.13,-33.8,67.71,3.59,0,-0.4,86.37
9/23/2015,10:00:52,13.99,0.81,7.13,-33.9,68.01,3.65,0,-0.5,86.43
9/23/2015,10:05:52,13.98,0.81,7.14,-33.9,67.9,3.58,0,-0.7,86.21
9/23/2015,10:10:53,13.98,0.81,7.13,-33.9,67.94,3.6,0,-0.6,85.77
9/23/2015,10:15:53,13.98,0.811,7.13,-33.7,67.37,3.61,0,-0.5,85.82
9/23/2015,10:20:53,13.98,0.809,7.13,-33.8,67.93,3.58,0,-0.5,85.64
9/23/2015,10:25:53,13.98,0.81,7.13,-33.6,67.58,3.59,0,-0.5,85.79
9/23/2015,10:30:52,13.99,0.809,7.13,-33.9,68.33,3.61,0,-0.7,85.75
9/23/2015,10:35:53,14,0.81,7.13,-33.7,68.1,3.61,0,-0.7,85.91
9/23/2015,10:40:53,14.01,0.81,7.13,-33.8,67.87,3.61,0,-0.7,86.28
9/23/2015,10:45:53,14.05,0.81,7.13,-33.8,67.47,3.64,0,-0.7,86.93
9/23/2015,10:50:53,14.09,0.81,7.14,-33.9,66.94,3.6,0,-0.7,87.51
9/23/2015,10:55:52,14.14,0.81,7.14,-34.2,68.38,3.58,0,-0.7,88.39
9/23/2015,11:00:52,14.19,0.81,7.14,-34.1,67.6,3.62,0,-0.8,89.27
9/23/2015,11:05:53,14.22,0.811,7.14,-34.2,67.09,3.6,0,-0.7,90.08
9/23/2015,11:10:53,14.25,0.812,7.14,-34.3,67.47,3.58,0,-0.6,90.65
9/23/2015,11:15:52,14.27,0.807,7.14,-34.4,67.3,3.61,0,-0.6,91.06
9/23/2015,11:20:52,14.3,0.811,7.15,-34.5,68.34,3.56,0,-0.7,91.55
9/23/2015,11:25:52,14.32,0.812,7.14,-34.4,67.87,3.5,0,-0.7,91.86
9/23/2015,11:30:52,14.35,0.811,7.15,-34.6,67.65,3.47,0,0.4,92.07
9/23/2015,11:35:53,14.37,0.811,7.14,-34.4,67.58,3.52,0,-0.7,92.14
9/23/2015,11:40:52,14.41,0.811,7.15,-34.6,68.1,3.51,0,-0.6,92.55
9/23/2015,11:45:52,14.44,0.812,7.15,-34.7,68.82,3.51,0,-0.6,93.37
9/23/2015,11:50:52,14.45,0.811,7.15,-34.7,68.19,3.51,0,-0.7,93.42
9/23/2015,11:55:52,14.47,0.811,7.15,-34.8,68.5,3.46,0,-0.6,93.62
9/23/2015,12:00:52,14.53,0.811,7.15,-34.9,68.89,3.47,0,-0.5,94.21
9/23/2015,12:05:52,14.56,0.811,7.15,-35,68.83,3.44,0,-0.5,94.58
9/23/2015,12:10:52,14.59,0.812,7.15,-35,68,3.48,0,-0.5,94.94
9/23/2015,12:15:53,14.64,0.812,7.16,-35.1,68.26,3.46,0,-0.6,95.57
9/23/2015,12:20:52,14.67,0.812,7.15,-35,68.13,3.44,0,-0.4,96.12
9/23/2015,12:25:53,14.7,0.813,7.15,-35,68.21,3.51,0,-0.5,96.35
9/23/2015,12:30:53,14.71,0.814,7.15,-35,68.19,3.43,0,-0.5,96.37
9/23/2015,12:35:53,14.69,0.814,7.15,-35,67.64,3.43,0,-0.6,96.14
9/23/2015,12:40:52,14.67,0.814,7.15,-34.9,67.26,3.43,0,-0.7,95.86
9/23/2015,12:45:52,14.68,0.816,7.16,-35.1,67.74,3.47,0,-0.5,95.73
9/23/2015,12:50:52,14.67,0.813,7.15,-35,67.19,3.48,0,-0.7,95.62
9/23/2015,12:55:52,14.67,0.813,7.15,-35,67.36,3.42,0,-0.7,95.62
9/23/2015,13:00:52,14.65,0.813,7.16,-35.1,67.93,3.45,0,0,95.18
9/23/2015,13:05:53,14.64,0.813,7.16,-35,68.06,3.52,0,-0.7,95.03
9/23/2015,13:10:52,14.62,0.815,7.15,-34.9,67.5,3.51,0,-0.7,94.76
9/23/2015,13:15:52,14.61,0.813,7.15,-35,67.93,3.47,0,-0.4,94.49
9/23/2015,13:20:52,14.59,0.816,7.15,-34.9,67.67,3.49,0,-0.4,94.37
9/23/2015,13:25:53,14.59,0.814,7.15,-34.9,68.24,3.48,0,-0.7,94.28
9/23/2015,13:30:53,14.57,0.813,7.15,-34.7,67.56,3.46,0,-0.7,94
9/23/2015,13:35:53,14.54,0.814,7.15,-34.7,67.6,3.52,0,-0.7,93.67
9/23/2015,13:40:53,14.52,0.814,7.15,-34.8,68.08,3.49,0,-0.7,93.4
9/23/2015,13:45:53,14.5,0.814,7.15,-34.6,67.74,3.51,0,-0.7,93.21
9/23/2015,13:50:53,14.48,0.814,7.15,-34.5,67.66,3.57,0,-0.6,92.76
9/23/2015,13:55:52,14.46,0.814,7.14,-34.4,67.63,3.56,0,-0.6,92.43
9/23/2015,14:00:52,14.46,0.813,7.15,-34.5,68.62,3.53,0,-0.6,92.39
9/23/2015,14:05:53,14.44,0.814,7.14,-34.3,68.2,3.53,0,0.3,92.01
9/23/2015,14:10:53,14.42,0.814,7.14,-34.2,67.86,3.56,0,-0.3,91.58
9/23/2015,14:15:53,14.4,0.814,7.14,-34.4,68.29,3.55,0,-0.4,91.44
9/23/2015,14:20:53,14.4,0.815,7.14,-34.3,68.09,3.56,0,-0.5,91.64
9/23/2015,14:25:53,14.43,0.817,7.14,-34.4,68.22,3.54,0,-0.4,92.12
9/23/2015,14:30:53,14.43,0.814,7.14,-34.4,68.64,3.55,0,-0.5,91.91
9/23/2015,14:35:53,14.4,0.814,7.14,-34.5,68.91,3.54,0,-0.5,91.29
9/23/2015,14:40:52,14.39,0.814,7.14,-34.4,69.13,3.57,0,-0.5,90.85
9/23/2015,14:45:53,14.35,0.815,7.14,-34.3,69.46,3.51,0,-0.4,90.1
9/23/2015,14:50:53,14.3,0.814,7.14,-34.2,69.21,3.54,0,-0.5,89.37
9/23/2015,14:55:53,14.28,0.815,7.14,-34.1,67.97,3.58,0,-0.5,88.99
9/23/2015,15:00:53,14.27,0.815,7.14,-34.1,67.68,3.54,0,-0.6,88.82
9/23/2015,15:05:53,14.27,0.815,7.14,-34.1,67.46,3.51,0,-0.6,88.7
9/23/2015,15:10:53,14.28,0.814,7.14,-33.9,67.23,3.54,0,-0.5,89.07
9/23/2015,15:15:53,14.29,0.814,7.14,-33.9,67.51,3.57,0,-0.5,89.29
9/23/2015,15:20:53,14.3,0.815,7.14,-34.1,67.44,3.58,0,-0.5,89.5
9/23/2015,15:25:53,14.3,0.815,7.14,-34.1,66.82,3.58,0,-0.5,89.67
9/23/2015,15:30:53,14.3,0.815,7.14,-34.1,67.34,3.53,0,-0.5,89.55
9/23/2015,15:35:53,14.28,0.815,7.14,-34,69.88,3.51,0,-0.5,89.21
9/23/2015,15:40:53,14.25,0.815,7.14,-34.1,70.3,3.54,0,-0.4,88.8
9/23/2015,15:45:53,14.22,0.815,7.13,-33.6,67.91,3.55,0,-0.2,88.03
9/23/2015,15:50:53,14.2,0.815,7.13,-33.9,67.96,3.53,0,-0.3,87.68
9/23/2015,15:55:53,14.19,0.816,7.14,-33.9,68.04,3.56,0,-0.4,87.62
9/23/2015,16:00:53,14.18,0.815,7.13,-33.8,67.44,3.55,0,-0.2,87.47
9/23/2015,16:05:53,14.16,0.817,7.13,-33.8,66.84,3.56,0,-0.5,87.16
9/23/2015,16:10:53,14.15,0.816,7.13,-33.8,67.01,3.55,0,-0.5,87.16
9/23/2015,16:15:53,14.14,0.815,7.13,-33.8,67.16,3.53,0,-0.5,87.04
9/23/2015,16:20:53,14.13,0.816,7.13,-33.8,67.54,3.56,0,-0.5,86.95
9/23/2015,16:25:53,14.13,0.817,7.13,-33.6,67.09,3.53,0,-0.6,87.11
9/23/2015,16:30:53,14.13,0.816,7.13,-33.7,67.85,3.53,0,-0.5,87.2
9/23/2015,16:35:53,14.14,0.815,7.13,-33.8,66.96,3.58,0,-0.6,87.32
9/23/2015,16:40:53,14.14,0.815,7.14,-33.9,67.67,3.55,0,-0.5,87.29
9/23/2015,16:45:53,14.12,0.815,7.14,-34,68.15,3.55,0,-0.5,87.08
9/23/2015,16:50:53,14.1,0.815,7.13,-33.8,68.06,3.54,0,-0.5,86.47
9/23/2015,16:55:53,14.07,0.815,7.13,-33.4,67.78,3.55,0,-0.5,85.75
9/23/2015,17:00:54,14.06,0.815,7.13,-33.5,67.94,3.47,0,-0.6,85.4
9/23/2015,17:05:53,14.06,0.815,7.13,-33.5,67.08,3.54,0,-0.6,85.33
9/23/2015,17:10:53,14.05,0.815,7.13,-33.7,68.16,3.54,0,-0.5,85.28
9/23/2015,17:15:53,14.05,0.814,7.13,-33.4,66.98,3.56,0,-0.6,85.47
9/23/2015,17:20:54,14.05,0.815,7.13,-33.6,67.24,3.54,0,-0.5,85.59
9/23/2015,17:25:54,14.05,0.815,7.13,-33.5,66.84,3.56,0,-0.5,85.46
9/23/2015,17:30:54,14.03,0.816,7.14,-33.9,68.53,3.53,0,-0.6,85.16
9/23/2015,17:35:53,14.02,0.815,7.13,-33.5,67.34,3.61,0,-0.5,84.81
9/23/2015,17:40:53,14.02,0.815,7.13,-33.6,67.76,3.6,0,-0.6,84.48
9/23/2015,17:45:53,14.01,0.815,7.13,-33.6,68.2,3.58,0,-0.5,84.45
9/23/2015,17:50:53,14,0.817,7.13,-33.6,68.36,3.6,0,-0.6,84.34
9/23/2015,17:55:53,13.99,0.815,7.13,-33.5,68.1,3.67,0,-0.2,84.2
9/23/2015,18:00:53,13.98,0.815,7.13,-33.6,68.42,3.58,0,-0.5,84.12
9/23/2015,18:05:53,13.97,0.815,7.13,-33.6,68.5,3.61,0,-0.5,84.1
9/23/2015,18:10:53,13.96,0.815,7.13,-33.5,68.36,3.59,0,-0.4,83.87
9/23/2015,18:15:53,13.95,0.815,7.13,-33.5,68.35,3.57,0,-0.6,83.63
9/23/2015,18:20:53,13.94,0.815,7.13,-33.4,68.22,3.6,0,-0.5,83.41
9/23/2015,18:30:53,13.91,0.815,7.12,-33.3,68.63,3.47,0,-0.6,82.89
9/23/2015,18:35:53,13.91,0.815,7.12,-33.1,68.17,3.63,0,-0.4,82.75
9/23/2015,18:45:53,13.89,0.818,7.12,-33.2,68.64,3.48,0,-0.4,82.41
9/23/2015,18:55:52,13.88,0.814,7.12,-33.1,68.45,3.48,0,-0.6,82.16
9/23/2015,19:05:52,13.87,0.815,7.12,-33.1,68.81,3.46,0,-0.4,81.83
9/23/2015,19:15:51,13.87,0.814,7.12,-33.1,68.8,3.49,0,-0.5,81.74
9/23/2015,19:25:50,13.86,0.814,7.12,-33,68.41,3.5,0,-0.5,81.67
9/23/2015,19:35:50,13.85,0.819,7.12,-33.1,68.7,3.44,0,-0.4,81.69
9/23/2015,19:45:50,13.85,0.815,7.12,-33.2,68.56,3.45,0,-0.4,81.58
9/23/2015,19:55:50,13.84,0.817,7.12,-33.1,68.58,3.46,0,-0.5,81.58
9/23/2015,20:05:50,13.84,0.815,7.12,-33,68.86,3.45,0,-0.5,81.53
9/23/2015,20:15:49,13.83,0.815,7.12,-33,69.17,3.53,0,-0.3,81.52
