Date,Time,DateTime,Temp,SpCond,SpCond_Corr,pH,pH_Corr,pHmV,Chloride,Choride_Corr,AmmoniumN,NitrateN,Turbidity+,Turbidity_Corr,DO,DO_Corr
9/19/2015,20:20:53,9/19/2015 20:20:53,13.98,0.75,0.732419692,7.1,7.08902232,-31.7,52.6,48.92731162,3.78,0,0,-0.326491434,81.03,81.38160616
9/19/2015,20:25:53,9/19/2015 20:25:53,13.98,0.75,0.732374149,7.1,7.088997632,-31.9,52.83,49.12685671,3.8,0,0,-0.327337237,80.96,81.31251702
9/19/2015,20:30:53,9/19/2015 20:30:53,13.98,0.75,0.732328606,7.1,7.088972961,-31.9,53.06,49.32630388,3.83,0,0,-0.328183041,81.02,81.37342789
9/19/2015,20:35:53,9/19/2015 20:35:53,13.98,0.75,0.732283062,7.1,7.088948306,-31.7,52.84,49.11859152,3.82,0,-0.1,-0.429028844,81.03,81.38433876
9/19/2015,20:40:53,9/19/2015 20:40:53,13.98,0.751,0.733237519,7.1,7.088923669,-31.7,52.78,49.05567858,3.83,0,0,-0.329874648,81.05,81.40524962
9/19/2015,20:45:53,9/19/2015 20:45:53,13.98,0.751,0.733191976,7.1,7.088899048,-31.9,53.16,49.39061721,3.82,0,-0.1,-0.430720451,81.02,81.37616049
9/19/2015,20:50:53,9/19/2015 20:50:53,13.98,0.751,0.733146432,7.1,7.088874444,-31.9,53.14,49.3638251,3.79,0,0,-0.331566255,80.99,81.34707135
9/19/2015,20:55:53,9/19/2015 20:55:53,13.97,0.751,0.733100889,7.1,7.088849856,-31.8,52.96,49.19245493,3.81,0,-0.2,-0.532412058,80.91,81.26798222
9/19/2015,21:00:54,9/19/2015 21:00:54,13.97,0.751,0.733055194,7.1,7.088825204,-31.7,52.66,48.91272326,3.78,0,0.1,-0.233260681,81.05,81.40889612
9/19/2015,21:05:53,9/19/2015 21:05:53,13.97,0.751,0.733009803,7.1,7.088800732,-31.9,53.09,49.29256002,3.81,0,0,-0.334103665,81,81.35980395
9/19/2015,21:10:53,9/19/2015 21:10:53,13.97,0.751,0.732964259,7.1,7.088776194,-31.8,52.93,49.13939381,3.85,0,-0.1,-0.434949469,81.06,81.42071481
9/19/2015,21:15:53,9/19/2015 21:15:53,13.97,0.751,0.732918716,7.1,7.088751674,-31.9,53.2,49.37451089,3.8,0,0,-0.335795272,81.07,81.43162568
9/19/2015,21:20:53,9/19/2015 21:20:53,13.97,0.751,0.732873173,7.1,7.08872717,-31.9,53.47,49.60951288,3.83,0,-0.2,-0.536641076,81.02,81.38253654
9/19/2015,21:25:53,9/19/2015 21:25:53,13.96,0.751,0.73282763,7.1,7.088702683,-32,53.69,49.79928146,3.86,0,0,-0.337486879,81.11,81.47344741
9/19/2015,21:30:53,9/19/2015 21:30:53,13.96,0.751,0.732782086,7.1,7.088678212,-31.9,53.67,49.7724418,3.82,0,-0.2,-0.538332683,81.02,81.38435827
9/19/2015,21:35:53,9/19/2015 21:35:53,13.96,0.751,0.732736543,7.1,7.088653758,-31.9,53.51,49.61934553,3.83,0,0,-0.339178486,81,81.36526914
9/19/2015,21:40:54,9/19/2015 21:40:54,13.96,0.751,0.732690848,7.1,7.088629239,-31.9,53.44,49.54744858,3.8,0,0,-0.340027109,81.05,81.41618304
9/19/2015,21:45:53,9/19/2015 21:45:53,13.96,0.752,0.733645457,7.1,7.088604899,-31.9,53.47,49.56579356,3.83,0,-0.2,-0.540870093,81,81.36709087
9/19/2015,21:50:53,9/19/2015 21:50:53,13.96,0.751,0.732599913,7.1,7.088580495,-31.9,53.59,49.66521438,3.86,0,-0.2,-0.541715897,81.03,81.39800173
9/19/2015,21:55:53,9/19/2015 21:55:53,13.96,0.752,0.73355437,7.1,7.088556107,-31.8,53.27,49.36812666,3.87,0,-0.1,-0.4425617,81.1,81.4689126
9/19/2015,22:00:53,9/19/2015 22:00:53,13.96,0.752,0.733508827,7.1,7.088531735,-31.8,53.46,49.53060497,3.84,0,-0.2,-0.543407504,81.12,81.48982347
9/19/2015,22:05:53,9/19/2015 22:05:53,13.95,0.752,0.733463283,7.1,7.088507381,-31.9,53.52,49.57592523,3.84,0,-0.2,-0.544253307,81.12,81.49073433
9/19/2015,22:10:53,9/19/2015 22:10:53,13.95,0.752,0.73341774,7.1,7.088483042,-31.8,53.4,49.45915399,3.84,0,-0.2,-0.545099111,81.12,81.4916452
9/19/2015,22:15:53,9/19/2015 22:15:53,13.95,0.752,0.733372197,7.1,7.08845872,-31.9,53.6,49.63049276,3.83,0,-0.1,-0.445944914,81.06,81.43255606
9/19/2015,22:20:53,9/19/2015 22:20:53,13.95,0.752,0.733326654,7.1,7.088434415,-31.9,53.81,49.81074737,3.85,0,0,-0.346790718,81.11,81.48346693
9/19/2015,22:25:53,9/19/2015 22:25:53,13.95,0.752,0.73328111,7.1,7.088410126,-31.9,53.82,49.81096874,3.87,0,0.2,-0.147636521,81.07,81.44437779
9/19/2015,22:30:53,9/19/2015 22:30:53,13.95,0.752,0.733235567,7.1,7.088385853,-31.9,53.78,49.76621465,3.83,0,-0.1,-0.448482325,81.12,81.49528866
9/19/2015,22:35:53,9/19/2015 22:35:53,13.95,0.752,0.733190024,7.1,7.088361597,-31.8,53.46,49.46968186,3.8,0,-0.2,-0.549328128,81.07,81.44619952
9/19/2015,22:40:53,9/19/2015 22:40:53,13.95,0.752,0.733144481,7.1,7.088337357,-31.9,53.66,49.64080921,3.83,0,0,-0.350173932,81.1,81.47711039
9/19/2015,22:45:53,9/19/2015 22:45:53,13.95,0.752,0.733098937,7.1,7.088313133,-31.8,53.2,49.21861263,3.84,0,-0.2,-0.551019735,81.12,81.49802125
9/19/2015,22:50:53,9/19/2015 22:50:53,13.95,0.752,0.733053394,7.1,7.088288926,-31.9,53.7,49.65930684,3.85,0,-0.1,-0.451865539,81.08,81.45893212
9/19/2015,22:55:53,9/19/2015 22:55:53,13.95,0.752,0.733007851,7.1,7.088264736,-31.9,53.89,49.82127881,3.86,0,-0.2,-0.552711342,81.15,81.52984298
9/19/2015,23:00:53,9/19/2015 23:00:53,13.95,0.752,0.732962308,7.1,7.088240561,-32,53.72,49.65982259,3.9,0,-0.2,-0.553557146,81.12,81.50075385
9/19/2015,23:05:53,9/19/2015 23:05:53,13.95,0.753,0.733916764,7.1,7.088216403,-32,53.72,49.65110054,3.85,0,-0.2,-0.554402949,81.1,81.48166471
9/19/2015,23:10:53,9/19/2015 23:10:53,13.94,0.753,0.733871221,7.1,7.088192261,-31.9,53.4,49.35510107,3.87,0,-0.2,-0.555248753,81.11,81.49257558
9/19/2015,23:15:53,9/19/2015 23:15:53,13.94,0.753,0.733825678,7.1,7.088168135,-31.8,53.38,49.32850669,3.86,0,-0.2,-0.556094556,81.08,81.46348645
9/19/2015,23:20:53,9/19/2015 23:20:53,13.94,0.753,0.733780134,7.1,7.088144026,-32,53.94,49.82236989,3.81,0,0,-0.35694036,81.1,81.48439731
9/19/2015,23:25:53,9/19/2015 23:25:53,13.94,0.753,0.733734591,7.1,7.088119933,-31.8,53.57,49.48168977,3.83,0,-0.2,-0.557786164,81.1,81.48530818
9/19/2015,23:30:53,9/19/2015 23:30:53,13.94,0.753,0.733689048,7.1,7.088095856,-31.9,53.84,49.71517976,3.83,0,-0.2,-0.558631967,81.13,81.51621904
9/19/2015,23:35:53,9/19/2015 23:35:53,13.94,0.753,0.733643505,7.1,7.088071795,-31.9,53.58,49.47332437,3.87,0,-0.2,-0.559477771,81.18,81.56712991
9/19/2015,23:40:53,9/19/2015 23:40:53,13.94,0.753,0.733597961,7.1,7.08804775,-31.8,53.52,49.41087575,3.83,0,-0.4,-0.760323574,81.13,81.51804077
9/19/2015,23:45:53,9/19/2015 23:45:53,13.94,0.753,0.733552418,7.1,7.088023722,-32,53.78,49.63525044,3.83,0,0,-0.361169378,81.15,81.53895164
9/19/2015,23:50:53,9/19/2015 23:50:53,13.93,0.753,0.733506875,7.1,7.08799971,-32,53.8,49.64447364,3.83,0,-0.2,-0.562015181,81.16,81.5498625
9/19/2015,23:55:53,9/19/2015 23:55:53,13.93,0.753,0.733461332,7.1,7.087975714,-31.8,53.47,49.34016493,3.8,0,-0.1,-0.462860985,81.18,81.57077337
9/20/2015,0:00:53,9/20/2015 0:00:53,13.94,0.753,0.733415788,7.1,7.087951734,-31.8,53.59,49.43901282,3.83,0,-0.2,-0.563706788,81.13,81.52168423
9/20/2015,0:05:53,9/20/2015 0:05:53,13.93,0.753,0.733370245,7.1,7.08792777,-31.9,53.59,49.43036979,3.84,0,-0.1,-0.464552592,81.15,81.5425951
9/20/2015,0:10:53,9/20/2015 0:10:53,13.94,0.753,0.733324702,7.1,7.087903822,-32,54.04,49.82454411,3.84,0,0,-0.365398395,81.17,81.56350596
9/20/2015,0:15:53,9/20/2015 0:15:53,13.93,0.753,0.733279159,7.1,7.08787989,-31.9,53.76,49.56523324,3.83,0,-0.1,-0.466244199,81.13,81.52441683
9/20/2015,0:20:53,9/20/2015 0:20:53,13.93,0.753,0.733233615,7.1,7.087855974,-32,53.96,49.73550708,3.9,0,-0.1,-0.467090002,81.16,81.55532769
9/20/2015,0:25:53,9/20/2015 0:25:53,13.93,0.754,0.734188072,7.1,7.087832075,-32,54.02,49.78046987,3.85,0,-0.2,-0.567935806,81.16,81.55623856
9/20/2015,0:30:53,9/20/2015 0:30:53,13.93,0.754,0.734142529,7.1,7.087808191,-32,54.13,49.87012445,3.94,0,-0.1,-0.468781609,81.13,81.52714943
9/20/2015,0:35:53,9/20/2015 0:35:53,13.93,0.754,0.734096985,7.1,7.087784323,-31.9,53.78,49.54847012,3.89,0,-0.3,-0.669627413,81.18,81.57806029
9/20/2015,0:40:53,9/20/2015 0:40:53,13.93,0.754,0.734051442,7.1,7.087760472,-31.9,53.95,49.69176779,3.9,0,0,-0.370473216,81.19,81.58897116
9/20/2015,0:45:53,9/20/2015 0:45:53,13.93,0.754,0.734005899,7.1,7.087736636,-32,54.32,50.01372041,3.89,0,-0.1,-0.47131902,81.25,81.64988202
9/20/2015,0:50:53,9/20/2015 0:50:53,13.93,0.754,0.733960356,7.1,7.087712816,-31.9,53.98,49.70119912,3.85,0,-0.1,-0.472164823,81.19,81.59079289
9/20/2015,0:55:53,9/20/2015 0:55:53,13.93,0.754,0.733914812,7.1,7.087689013,-31.9,53.93,49.64785407,3.9,0,-0.1,-0.473010627,81.21,81.61170375
9/20/2015,1:00:53,9/20/2015 1:00:53,13.92,0.754,0.733869269,7.1,7.087665225,-32,54.33,49.99637264,3.9,0,-0.1,-0.47385643,81.16,81.56261462
9/20/2015,1:05:53,9/20/2015 1:05:53,13.93,0.754,0.733823726,7.1,7.087641453,-31.9,53.88,49.58587927,3.88,0,0,-0.374702234,81.23,81.63352548
9/20/2015,1:10:53,9/20/2015 1:10:53,13.92,0.754,0.733778183,7.1,7.087617697,-31.9,54,49.68433277,3.86,0,-0.1,-0.475548037,81.2,81.60443635
9/20/2015,1:15:52,9/20/2015 1:15:52,13.92,0.754,0.733732791,7.1,7.087594036,-31.9,54.01,49.68461182,3.87,0,0,-0.376391021,81.16,81.56534418
9/20/2015,1:20:53,9/20/2015 1:20:53,13.92,0.754,0.733687096,7.1,7.087570232,-31.9,54.01,49.67591183,3.91,0,-0.1,-0.477239644,81.16,81.56625808
9/20/2015,1:25:53,9/20/2015 1:25:53,13.92,0.754,0.733641553,7.1,7.087546524,-31.9,53.96,49.6226503,3.88,0,-0.1,-0.478085448,81.22,81.62716894
9/20/2015,1:30:53,9/20/2015 1:30:53,13.92,0.754,0.73359601,7.1,7.087522831,-31.9,54.15,49.78341711,3.88,0,0,-0.378931251,81.25,81.65807981
9/20/2015,1:35:53,9/20/2015 1:35:53,13.92,0.754,0.733550466,7.1,7.087499154,-31.8,54.02,49.65883839,3.86,0,-0.2,-0.579777055,81.19,81.59899067
9/20/2015,1:40:53,9/20/2015 1:40:53,13.92,0.754,0.733504923,7.1,7.087475493,-32,54.28,49.881906,3.86,0,-0.2,-0.580622858,81.19,81.59990154
9/20/2015,1:45:53,9/20/2015 1:45:53,13.92,0.754,0.73345938,7.1,7.087451848,-32,54.53,50.09595551,3.82,0,0.1,-0.281468662,81.21,81.62081241
9/20/2015,1:50:54,9/20/2015 1:50:54,13.92,0.754,0.733413685,7.1,7.08742814,-31.9,54.16,49.75756683,3.82,0,0.1,-0.282317285,81.31,81.72172631
9/20/2015,1:55:53,9/20/2015 1:55:53,13.92,0.754,0.733368293,7.1,7.087404605,-31.9,54.08,49.67767365,3.83,0,-0.1,-0.483160269,81.26,81.67263414
9/20/2015,2:00:53,9/20/2015 2:00:53,13.92,0.755,0.73432275,7.1,7.087381007,-32.1,54.62,50.1498293,3.84,0,-0.1,-0.484006072,81.27,81.683545
9/20/2015,2:05:53,9/20/2015 2:05:53,13.92,0.755,0.734277207,7.1,7.087357425,-32,54.06,49.64256909,3.93,0,-0.1,-0.484851876,81.29,81.70445587
9/20/2015,2:10:53,9/20/2015 2:10:53,13.91,0.755,0.734231663,7.1,7.087333858,-31.9,53.98,49.5627326,3.9,0,-0.2,-0.585697679,81.3,81.71536673
9/20/2015,2:15:53,9/20/2015 2:15:53,13.91,0.755,0.73418612,7.1,7.087310307,-32,54.2,49.74985703,3.86,0,-0.1,-0.486543483,81.32,81.7362776
9/20/2015,2:20:53,9/20/2015 2:20:53,13.91,0.755,0.734140577,7.1,7.087286772,-32.1,54.52,50.02584386,3.87,0,-0.1,-0.487389286,81.23,81.64718846
9/20/2015,2:25:53,9/20/2015 2:25:53,13.91,0.755,0.734095034,7.1,7.087263252,-32.1,54.55,50.04379704,3.87,0,-0.1,-0.48823509,81.31,81.72809933
9/20/2015,2:30:53,9/20/2015 2:30:53,13.91,0.755,0.73404949,7.1,7.087239748,-31.9,54.1,49.63497462,3.92,0,-0.2,-0.589080894,81.23,81.64901019
9/20/2015,2:35:53,9/20/2015 2:35:53,13.91,0.755,0.734003947,7.1,7.08721626,-32,54.06,49.59079151,3.9,0,-0.2,-0.589926697,81.32,81.73992106
9/20/2015,2:40:53,9/20/2015 2:40:53,13.91,0.755,0.733958404,7.1,7.087192787,-32,54.32,49.8132305,3.85,0,0,-0.390772501,81.32,81.74083192
9/20/2015,2:45:53,9/20/2015 2:45:53,13.91,0.755,0.733912861,7.1,7.08716933,-32.1,54.48,49.94671678,3.91,0,-0.2,-0.591618304,81.28,81.70174279
9/20/2015,2:50:53,9/20/2015 2:50:53,13.91,0.755,0.733867317,7.1,7.087145889,-32,54.26,49.74260709,3.86,0,0,-0.392464108,81.27,81.69265365
9/20/2015,2:55:53,9/20/2015 2:55:53,13.91,0.755,0.733821774,7.1,7.087122463,-32,54.06,49.55635625,3.88,0,-0.2,-0.593309911,81.31,81.73356452
9/20/2015,3:00:53,9/20/2015 3:00:53,13.91,0.755,0.733776231,7.1,7.087099053,-32,54.47,49.91176136,3.88,0,-0.2,-0.594155715,81.28,81.70447538
9/20/2015,3:05:53,9/20/2015 3:05:53,13.91,0.755,0.733730687,7.1,7.087075658,-32,54.41,49.84982344,3.85,0,-0.1,-0.495001518,81.33,81.75538625
9/20/2015,3:10:53,9/20/2015 3:10:53,13.91,0.755,0.733685144,7.1,7.087052278,-31.9,54.27,49.71692442,3.9,0,0,-0.395847322,81.42,81.84629712
9/20/2015,3:15:53,9/20/2015 3:15:53,13.9,0.755,0.733639601,7.1,7.087028914,-32,54.47,49.88572812,3.85,0,-0.2,-0.596693125,81.31,81.73720798
9/20/2015,3:20:53,9/20/2015 3:20:53,13.9,0.755,0.733594058,7.1,7.087005566,-32,54.37,49.78836277,3.88,0,0,-0.397538929,81.36,81.78811885
9/20/2015,3:25:53,9/20/2015 3:25:53,13.9,0.755,0.733548514,7.1,7.086982233,-32,54.45,49.85065857,3.87,0,0,-0.398384732,81.37,81.79902971
9/20/2015,3:30:53,9/20/2015 3:30:53,13.9,0.755,0.733502971,7.1,7.086958916,-32.1,54.76,50.11682701,3.9,0,-0.2,-0.599230536,81.36,81.78994058
9/20/2015,3:35:53,9/20/2015 3:35:53,13.9,0.755,0.733457428,7.1,7.086935614,-32,54.37,49.76244353,3.85,0,-0.1,-0.500076339,81.4,81.83085144
9/20/2015,3:40:53,9/20/2015 3:40:53,13.9,0.755,0.733411885,7.1,7.086912327,-32,54.44,49.81583958,3.88,0,-0.2,-0.600922143,81.4,81.83176231
9/20/2015,3:45:53,9/20/2015 3:45:53,13.9,0.755,0.733366341,7.1,7.086889056,-32,54.37,49.74518479,3.9,0,-0.2,-0.601767946,81.36,81.79267317
9/20/2015,3:50:53,9/20/2015 3:50:53,13.9,0.755,0.733320798,7.1,7.0868658,-32.2,54.79,50.10854783,3.86,0,0,-0.40261375,81.37,81.80358404
9/20/2015,3:55:53,9/20/2015 3:55:53,13.9,0.755,0.733275255,7.1,7.08684256,-32,54.45,49.79878012,3.97,0,0,-0.403459553,81.34,81.7744949
9/20/2015,4:00:53,9/20/2015 4:00:53,13.9,0.755,0.733229712,7.1,7.086819335,-32,54.4,49.74588543,3.88,0,-0.2,-0.604305357,81.47,81.90540577
9/20/2015,4:05:53,9/20/2015 4:05:53,13.9,0.755,0.733184168,7.1,7.086796125,-32.1,54.68,49.98508057,3.88,0,-0.2,-0.60515116,81.44,81.87631663
9/20/2015,4:10:53,9/20/2015 4:10:53,13.89,0.755,0.733138625,7.1,7.086772931,-32,54.49,49.80829017,3.94,0,-0.1,-0.505996964,81.43,81.8672275
9/20/2015,4:15:53,9/20/2015 4:15:53,13.89,0.755,0.733093082,7.1,7.086749752,-32,54.23,49.56966123,3.88,0,0,-0.406842767,81.4,81.83813836
9/20/2015,4:20:54,9/20/2015 4:20:54,13.89,0.755,0.733047387,7.1,7.086726511,-32,54.29,49.61412841,3.84,0,0,-0.40769139,81.37,81.80905227
9/20/2015,4:25:53,9/20/2015 4:25:53,13.89,0.755,0.733001995,7.1,7.08670344,-32,54.44,49.73820899,3.93,0,0.3,-0.108534374,81.39,81.8299601
9/20/2015,4:30:53,9/20/2015 4:30:53,13.89,0.755,0.732956452,7.1,7.086680306,-32.2,54.97,50.19811506,3.89,0,0,-0.409380178,81.44,81.88087096
9/20/2015,4:35:53,9/20/2015 4:35:53,13.89,0.755,0.732910909,7.1,7.086657188,-32,54.45,49.72984093,3.91,0,-0.2,-0.610225981,81.42,81.86178183
9/20/2015,4:40:53,9/20/2015 4:40:53,13.89,0.756,0.733865365,7.1,7.086634086,-32.2,54.81,50.03932353,3.87,0,-0.1,-0.511071785,81.47,81.91269269
9/20/2015,4:45:53,9/20/2015 4:45:53,13.89,0.756,0.733819822,7.1,7.086610998,-32.2,54.94,50.14548786,3.91,0,0.1,-0.311917588,81.42,81.86360356
9/20/2015,4:50:53,9/20/2015 4:50:53,13.89,0.755,0.732774279,7.1,7.086587926,-32.2,54.83,50.03964863,3.91,0,0.1,-0.312763392,81.39,81.83451442
9/20/2015,4:55:53,9/20/2015 4:55:53,13.89,0.756,0.733728736,7.1,7.086564869,-32.2,54.88,50.07512806,3.89,0,0.8,0.386390805,81.35,81.79542529
9/20/2015,5:00:53,9/20/2015 5:00:53,13.89,0.756,0.733683192,7.1,7.086541827,-32.2,55,50.17238046,3.84,0,1.5,1.085545001,81.31,81.75633615
9/20/2015,5:05:53,9/20/2015 5:05:53,13.89,0.756,0.733637649,7.1,7.0865188,-32.2,54.82,50.00483561,3.86,0,0.9,0.484699198,81.36,81.80724702
9/20/2015,5:10:53,9/20/2015 5:10:53,13.89,0.756,0.733592106,7.1,7.086495789,-32.2,54.92,50.08441247,3.89,0,0.9,0.483853394,81.34,81.78815788
9/20/2015,5:15:53,9/20/2015 5:15:53,13.89,0.756,0.733546563,7.1,7.086472792,-32,54.59,49.78465678,3.88,0,0.6,0.183007591,81.37,81.81906875
9/20/2015,5:20:53,9/20/2015 5:20:53,13.89,0.756,0.733501019,7.1,7.086449811,-32.1,54.69,49.86424823,3.91,0,0.2,-0.217838213,81.47,81.91997961
9/20/2015,5:25:53,9/20/2015 5:25:53,13.89,0.756,0.733455476,7.1,7.086426845,-32.2,54.86,50.00551771,3.85,0,0,-0.418684016,81.51,81.96089048
9/20/2015,5:30:53,9/20/2015 5:30:53,13.89,0.756,0.733409933,7.1,7.086403894,-32.2,54.85,49.98805908,3.85,0,0,-0.41952982,81.42,81.87180134
9/20/2015,5:35:53,9/20/2015 5:35:53,13.89,0.756,0.73336439,7.1,7.086380958,-32.2,55,50.11160672,3.87,0,0.1,-0.320375624,81.42,81.87271221
9/20/2015,5:40:53,9/20/2015 5:40:53,13.89,0.756,0.733318846,7.1,7.086358037,-32.2,54.74,49.87387445,3.9,0,-0.1,-0.521221427,81.46,81.91362308
9/20/2015,5:45:53,9/20/2015 5:45:53,13.89,0.756,0.733273303,7.1,7.086335131,-32.2,54.73,49.85645977,3.88,0,-0.1,-0.522067231,81.47,81.92453394
9/20/2015,5:50:53,9/20/2015 5:50:53,13.89,0.756,0.73322776,7.1,7.08631224,-32.1,54.28,49.45158686,3.9,0,0,-0.422913034,81.46,81.91544481
9/20/2015,5:55:53,9/20/2015 5:55:53,13.88,0.756,0.733182216,7.1,7.086289364,-32.2,54.83,49.92730282,3.88,0,0.1,-0.323758838,81.51,81.96635567
9/20/2015,6:00:53,9/20/2015 6:00:53,13.89,0.756,0.733136673,7.1,7.086266504,-32.2,54.96,50.03311382,3.89,0,0.4,-0.024604641,81.46,81.91726654
9/20/2015,6:05:53,9/20/2015 6:05:53,13.88,0.756,0.73309113,7.1,7.086243658,-32.2,54.97,50.03327727,3.9,0,0.3,-0.125450445,81.46,81.9181774
9/20/2015,6:10:53,9/20/2015 6:10:53,13.88,0.756,0.733045587,7.1,7.086220827,-32.1,54.54,49.64634383,3.88,0,0,-0.426296248,81.46,81.91908827
9/20/2015,6:15:53,9/20/2015 6:15:53,13.88,0.756,0.733000043,7.1,7.086198011,-32.1,54.18,49.32116384,3.9,0,0.2,-0.227142052,81.56,82.01999913
9/20/2015,6:20:53,9/20/2015 6:20:53,13.88,0.756,0.7329545,7.1,7.08617521,-32.2,54.36,49.47098575,3.86,0,0.1,-0.327987855,81.6,82.06091
9/20/2015,6:25:53,9/20/2015 6:25:53,13.88,0.756,0.732908957,7.11,7.094492549,-32.3,54.85,49.89326849,3.89,0,3.4,2.971166341,81.59,82.05182086
9/20/2015,6:30:54,9/20/2015 6:30:54,13.88,0.756,0.732863262,7.1,7.086129577,-32.2,54.56,49.6297586,3.88,0,0.4,-0.029682282,81.6,82.06273476
9/20/2015,6:35:54,9/20/2015 6:35:54,13.88,0.756,0.732817718,7.11,7.094441479,-32.3,54.63,49.68274092,3.85,0,0.5,0.069471915,81.63,82.09364563
9/20/2015,6:40:54,9/20/2015 6:40:54,13.88,0.756,0.732772175,7.1,7.086084079,-32.2,54.21,49.3052294,3.86,0,-0.1,-0.531373889,81.64,82.1045565
9/20/2015,6:45:53,9/20/2015 6:45:53,13.88,0.756,0.732726784,7.1,7.086061429,-32.2,53.91,49.0333214,3.91,0,0.2,-0.232216873,81.74,82.20546432
9/20/2015,6:50:53,9/20/2015 6:50:53,13.88,0.756,0.732681241,7.1,7.086038717,-32.2,54.29,49.35861575,3.86,0,-0.2,-0.633062676,81.79,82.25637519
9/20/2015,6:55:54,9/20/2015 6:55:54,13.88,0.756,0.732635545,7.1,7.086015945,-32.2,53.87,48.98142279,3.84,0,-0.1,-0.533911299,81.91,82.37728909
9/20/2015,7:00:53,9/20/2015 7:00:53,13.88,0.756,0.732590154,7.1,7.085993338,-32.2,53.97,49.06085444,3.88,0,-0.2,-0.634754283,82.05,82.51819692
9/20/2015,7:05:53,9/20/2015 7:05:53,13.88,0.756,0.732544611,7.11,7.09428901,-32.3,54.4,49.42978319,3.84,0,-0.2,-0.635600087,82.12,82.58910779
9/20/2015,7:10:53,9/20/2015 7:10:53,13.88,0.756,0.732499067,7.1,7.085948019,-32.2,54.03,49.09673305,3.93,0,0.1,-0.33644589,82.34,82.81001865
9/20/2015,7:15:53,9/20/2015 7:15:53,13.89,0.756,0.732453524,7.1,7.085925381,-32.2,53.81,48.89539816,3.9,0,-0.2,-0.637291694,82.38,82.85092952
9/20/2015,7:20:54,9/20/2015 7:20:54,13.89,0.756,0.732407829,7.11,7.094212872,-32.3,54.35,49.36052703,3.9,0,-0.3,-0.738140317,82.58,83.05184342
9/20/2015,7:25:53,9/20/2015 7:25:53,13.9,0.756,0.732362438,7.1,7.08588015,-32.2,54,49.04529157,3.93,0,-0.4,-0.838983301,82.65,83.12275125
9/20/2015,7:30:53,9/20/2015 7:30:53,13.9,0.756,0.732316894,7.11,7.094162337,-32.3,54.42,49.40502144,3.9,0,-0.4,-0.839829104,82.65,83.12366211
9/20/2015,7:35:53,9/20/2015 7:35:53,13.9,0.756,0.732271351,7.1,7.085834978,-32.2,54.11,49.12494556,3.9,0,-0.3,-0.740674908,82.7,83.17457298
9/20/2015,7:40:54,9/20/2015 7:40:54,13.91,0.756,0.732225656,7.1,7.085812339,-32.2,54.08,49.09025592,3.89,0,-0.2,-0.641523531,82.78,83.25548688
9/20/2015,7:45:53,9/20/2015 7:45:53,13.91,0.756,0.732180265,7.1,7.085789865,-32.2,54.02,49.0293647,3.87,0,-0.3,-0.742366515,82.93,83.40639471
9/20/2015,7:50:53,9/20/2015 7:50:53,13.92,0.756,0.732134721,7.1,7.085767331,-32.2,54.11,49.09981269,3.92,0,-0.3,-0.743212318,82.98,83.45730557
9/20/2015,7:55:54,9/20/2015 7:55:54,13.92,0.756,0.732089026,7.1,7.085744736,-32.2,54.09,49.07390753,3.87,0,-0.3,-0.744060941,83.09,83.56821948
9/20/2015,8:00:54,9/20/2015 8:00:54,13.93,0.756,0.732043483,7.11,7.09401079,-32.2,54.08,49.05679429,3.86,0,-0.2,-0.644906745,83.26,83.73913034
9/20/2015,8:05:53,9/20/2015 8:05:53,13.94,0.756,0.731998092,7.11,7.093985687,-32.3,54.13,49.09221489,3.92,0,-0.2,-0.645749729,83.59,84.07003817
9/20/2015,8:10:53,9/20/2015 8:10:53,13.95,0.756,0.731952548,7.11,7.093960517,-32.4,54.48,49.39001801,3.9,0,-0.3,-0.746595532,83.75,84.23094903
9/20/2015,8:15:53,9/20/2015 8:15:53,13.96,0.756,0.731907005,7.11,7.093935364,-32.3,54.18,49.11922252,3.91,0,-0.3,-0.747441336,83.68,84.1618599
9/20/2015,8:20:53,9/20/2015 8:20:53,13.96,0.756,0.731861462,7.11,7.093910226,-32.3,54.07,49.0146805,3.98,0,-0.3,-0.748287139,83.7,84.18277077
9/20/2015,8:25:53,9/20/2015 8:25:53,13.97,0.756,0.731815918,7.11,7.093885105,-32.3,54.06,48.99760156,3.9,0,-0.2,-0.649132943,83.87,84.35368163
9/20/2015,8:30:53,9/20/2015 8:30:53,13.98,0.756,0.731770375,7.11,7.093860001,-32.4,54.44,49.32136266,3.86,0,-0.4,-0.849978746,83.84,84.3245925
9/20/2015,8:35:53,9/20/2015 8:35:53,13.98,0.756,0.731724832,7.11,7.093834912,-32.5,54.53,49.39159126,3.91,0,-0.2,-0.65082455,83.89,84.37550336
9/20/2015,8:40:53,9/20/2015 8:40:53,13.99,0.756,0.731679289,7.11,7.09380984,-32.3,54.18,49.07744039,3.9,0,-0.2,-0.651670354,84.05,84.53641423
9/20/2015,8:45:53,9/20/2015 8:45:53,14.01,0.756,0.731633745,7.11,7.093784784,-32.5,54.53,49.37475337,3.9,0,-0.2,-0.652516157,84.34,84.82732509
9/20/2015,8:50:53,9/20/2015 8:50:53,14.02,0.756,0.731588202,7.11,7.093759745,-32.3,54.24,49.11314127,3.84,0,-0.2,-0.653361961,84.59,85.07823596
