"Plot Title: 20089046"
"#"	"Date Time, GMT-04:00"	"Full Range, μS/cm (LGR S/N: 20089046, SEN S/N: 20089046)"	"Temp, °C (LGR S/N: 20089046, SEN S/N: 20089046)"	"SpC, μS/cm (LGR S/N: 20089046)"	"Coupler Detached (LGR S/N: 20089046)"	"Coupler Attached (LGR S/N: 20089046)"	"Stopped (LGR S/N: 20089046)"	"End Of File (LGR S/N: 20089046)"
3216	11/21/17 06:49:05 PM	661.0	14.80	1,000.4				
3217	11/21/17 06:54:05 PM	661.4	14.80	1,000.9				
3218	11/21/17 06:59:05 PM	661.4	14.79	1,001.1				
3219	11/21/17 07:04:05 PM	661.8	14.79	1,001.6				
3220	11/21/17 07:09:05 PM	661.4	14.77	1,001.4				
3221	11/21/17 07:14:05 PM	661.4	14.77	1,001.4				
3222	11/21/17 07:19:05 PM	661.0	14.77	1,000.7				
3223	11/21/17 07:24:05 PM	661.4	14.78	1,001.0				
3224	11/21/17 07:29:05 PM	661.4	14.78	1,000.9				
3225	11/21/17 07:34:05 PM	661.4	14.77	1,001.1				
3226	11/21/17 07:39:05 PM	661.0	14.77	1,000.4				
3227	11/21/17 07:44:05 PM	661.4	14.77	1,000.9				
3228	11/21/17 07:49:05 PM	661.4	14.77	1,000.9				
3229	11/21/17 07:54:05 PM	661.8	14.76	1,001.7				
3230	11/21/17 07:59:05 PM	661.4	14.76	1,001.0				
3231	11/21/17 08:04:05 PM	661.8	14.76	1,001.5				
3232	11/21/17 08:09:05 PM	661.4	14.76	1,000.9				
3233	11/21/17 08:14:05 PM	661.4	14.73	1,001.5				
3234	11/21/17 08:19:05 PM	661.0	14.72	1,001.1				
3235	11/21/17 08:24:05 PM	661.0	14.72	1,001.0				
3236	11/21/17 08:29:05 PM	660.7	14.71	1,000.8				
3237	11/21/17 08:34:05 PM	660.7	14.69	1,001.2				
3238	11/21/17 08:39:05 PM	660.7	14.70	1,000.9				
3239	11/21/17 08:44:05 PM	660.3	14.67	1,000.9				
3240	11/21/17 08:49:05 PM	660.7	14.67	1,001.5				
3241	11/21/17 08:54:05 PM	660.3	14.66	1,001.0				
3242	11/21/17 08:59:05 PM	660.3	14.66	1,001.0				
3243	11/21/17 09:04:05 PM	660.3	14.63	1,001.6				
3244	11/21/17 09:09:05 PM	660.7	14.66	1,001.4				
3245	11/21/17 09:14:05 PM	660.3	14.64	1,001.3				
3246	11/21/17 09:19:05 PM	660.0	14.61	1,001.5				
3247	11/21/17 09:24:05 PM	660.3	14.61	1,001.9				
3248	11/21/17 09:29:05 PM	660.0	14.61	1,001.3				
3249	11/21/17 09:34:05 PM	660.3	14.63	1,001.2				
3250	11/21/17 09:39:05 PM	660.0	14.58	1,002.0				
3251	11/21/17 09:44:05 PM	660.0	14.60	1,001.4				
3252	11/21/17 09:49:05 PM	659.6	14.60	1,000.7				
3253	11/21/17 09:54:05 PM	660.0	14.60	1,001.2				
3254	11/21/17 09:59:05 PM	660.3	14.61	1,001.4				
3255	11/21/17 10:04:05 PM	660.7	14.63	1,001.4				
3256	11/21/17 10:09:05 PM	660.0	14.60	1,001.0				
3257	11/21/17 10:14:05 PM	660.7	14.64	1,001.0				
3258	11/21/17 10:19:05 PM	660.7	14.64	1,001.0				
3259	11/21/17 10:24:05 PM	660.3	14.63	1,000.5				
3260	11/21/17 10:29:05 PM	661.1	14.65	1,001.2				
3261	11/21/17 10:34:05 PM	661.5	14.66	1,001.5				
3262	11/21/17 10:39:05 PM	661.1	14.65	1,001.1				
3263	11/21/17 10:44:05 PM	661.1	14.66	1,000.7				
3264	11/21/17 10:49:05 PM	661.5	14.65	1,001.5				
3265	11/21/17 10:54:05 PM	661.1	14.65	1,000.8				
3266	11/21/17 10:59:05 PM	660.7	14.63	1,000.7				
3267	11/21/17 11:04:05 PM	661.1	14.64	1,001.0				
3268	11/21/17 11:09:05 PM	661.1	14.63	1,001.1				
3269	11/21/17 11:14:05 PM	661.1	14.64	1,000.8				
3270	11/21/17 11:19:05 PM	661.5	14.65	1,001.1				
3271	11/21/17 11:24:05 PM	661.1	14.64	1,000.7				
3272	11/21/17 11:29:05 PM	661.5	14.65	1,001.0				
3273	11/21/17 11:34:05 PM	661.1	14.64	1,000.5				
3274	11/21/17 11:39:05 PM	661.1	14.64	1,000.5				
3275	11/21/17 11:44:05 PM	660.7	14.61	1,000.5				
3276	11/21/17 11:49:05 PM	661.1	14.63	1,000.6				
3277	11/21/17 11:54:05 PM	661.1	14.64	1,000.3				
3278	11/21/17 11:59:05 PM	660.7	14.61	1,000.3				
3279	11/22/17 12:04:05 AM	661.1	14.63	1,000.4				
3280	11/22/17 12:09:05 AM	661.5	14.65	1,000.4				
3281	11/22/17 12:14:05 AM	660.7	14.64	999.4				
3282	11/22/17 12:19:05 AM	661.1	14.64	999.9				
3283	11/22/17 12:24:05 AM	661.1	14.64	999.9				
3284	11/22/17 12:29:05 AM	660.7	14.63	999.4				
3285	11/22/17 12:34:05 AM	660.7	14.63	999.4				
3286	11/22/17 12:39:05 AM	660.7	14.63	999.3				
3287	11/22/17 12:44:05 AM	660.7	14.63	999.2				
3288	11/22/17 12:49:05 AM	660.7	14.63	999.2				
3289	11/22/17 12:54:05 AM	660.7	14.63	999.1				
3290	11/22/17 12:59:05 AM	660.3	14.61	998.9				
3291	11/22/17 01:04:05 AM	660.7	14.61	999.4				
3292	11/22/17 01:09:05 AM	660.3	14.61	998.8				
3293	11/22/17 01:14:05 AM	660.3	14.61	998.7				
3294	11/22/17 01:19:05 AM	660.7	14.61	999.2				
3295	11/22/17 01:24:05 AM	660.0	14.58	998.8				
3296	11/22/17 01:29:05 AM	660.0	14.58	998.8				
3297	11/22/17 01:34:05 AM	660.0	14.58	998.7				
3298	11/22/17 01:39:05 AM	659.6	14.56	998.5				
3299	11/22/17 01:44:05 AM	660.4	14.58	999.2				
3300	11/22/17 01:49:05 AM	660.0	14.58	998.5				
3301	11/22/17 01:54:05 AM	660.4	14.57	999.3				
3302	11/22/17 01:59:05 AM	660.0	14.56	998.9				
3303	11/22/17 02:04:05 AM	660.0	14.57	998.5				
3304	11/22/17 02:09:05 AM	659.6	14.56	998.1				
3305	11/22/17 02:14:05 AM	660.0	14.54	999.1				
3306	11/22/17 02:19:05 AM	659.6	14.56	998.0				
3307	11/22/17 02:24:05 AM	659.6	14.54	998.4				
3308	11/22/17 02:29:05 AM	659.6	14.54	998.3				
3309	11/22/17 02:34:05 AM	660.0	14.54	998.9				
3310	11/22/17 02:39:05 AM	660.0	14.54	998.8				
3311	11/22/17 02:44:05 AM	659.6	14.52	998.6				
3312	11/22/17 02:49:05 AM	659.3	14.51	998.3				
3313	11/22/17 02:54:05 AM	659.6	14.52	998.5				
3314	11/22/17 02:59:05 AM	659.6	14.53	998.2				
3315	11/22/17 03:04:05 AM	659.6	14.52	998.3				
3316	11/22/17 03:09:05 AM	659.7	14.50	998.9				
3317	11/22/17 03:14:05 AM	659.7	14.51	998.6				
3318	11/22/17 03:19:05 AM	659.6	14.52	998.1				
3319	11/22/17 03:24:05 AM	659.7	14.51	998.5				
3320	11/22/17 03:29:05 AM	659.7	14.50	998.6				
3321	11/22/17 03:34:05 AM	659.7	14.50	998.6				
3322	11/22/17 03:39:05 AM	659.3	14.48	998.4				
3323	11/22/17 03:44:05 AM	659.7	14.50	998.4				
3324	11/22/17 03:49:05 AM	659.7	14.50	998.4				
3325	11/22/17 03:54:05 AM	659.7	14.48	998.8				
3326	11/22/17 03:59:05 AM	659.3	14.45	998.9				
3327	11/22/17 04:04:05 AM	659.7	14.47	998.9				
3328	11/22/17 04:09:05 AM	659.7	14.48	998.6				
3329	11/22/17 04:14:05 AM	659.7	14.47	998.8				
3330	11/22/17 04:19:05 AM	659.7	14.46	998.9				
3331	11/22/17 04:24:05 AM	660.1	14.47	999.2				
3332	11/22/17 04:29:05 AM	660.1	14.47	999.2				
3333	11/22/17 04:34:05 AM	660.1	14.46	999.3				
3334	11/22/17 04:39:05 AM	660.8	14.47	1,000.1				
3335	11/22/17 04:44:05 AM	660.5	14.46	999.8				
3336	11/22/17 04:49:05 AM	660.8	14.47	999.9				
3337	11/22/17 04:54:05 AM	660.5	14.46	999.7				
3338	11/22/17 04:59:05 AM	660.8	14.46	1,000.1				
3339	11/22/17 05:04:05 AM	660.8	14.46	1,000.0				
3340	11/22/17 05:09:05 AM	660.5	14.46	999.5				
3341	11/22/17 05:14:05 AM	660.8	14.46	999.9				
3342	11/22/17 05:19:05 AM	660.8	14.46	999.8				
3343	11/22/17 05:24:05 AM	660.8	14.45	1,000.0				
3344	11/22/17 05:29:05 AM	660.9	14.43	1,000.5				
3345	11/22/17 05:34:05 AM	660.5	14.44	999.6				
3346	11/22/17 05:39:05 AM	660.9	14.44	1,000.2				
3347	11/22/17 05:44:05 AM	660.9	14.44	1,000.1				
3348	11/22/17 05:49:05 AM	660.9	14.43	1,000.3				
3349	11/22/17 05:54:05 AM	660.9	14.44	999.9				
3350	11/22/17 05:59:05 AM	660.9	14.43	1,000.1				
3351	11/22/17 06:04:05 AM	660.9	14.43	1,000.1				
3352	11/22/17 06:09:05 AM	660.9	14.40	1,000.7				
3353	11/22/17 06:14:05 AM	661.2	14.43	1,000.4				
3354	11/22/17 06:19:05 AM	660.9	14.41	1,000.3				
3355	11/22/17 06:24:05 AM	660.9	14.41	1,000.3				
3356	11/22/17 06:29:05 AM	660.9	14.41	1,000.2				
3357	11/22/17 06:34:05 AM	660.9	14.40	1,000.4				
3358	11/22/17 06:39:05 AM	661.3	14.40	1,000.9				
3359	11/22/17 06:44:05 AM	661.3	14.40	1,000.9				
3360	11/22/17 06:49:05 AM	661.3	14.39	1,001.0				
3361	11/22/17 06:54:05 AM	660.9	14.39	1,000.4				
3362	11/22/17 06:59:05 AM	660.9	14.39	1,000.3				
3363	11/22/17 07:04:05 AM	660.9	14.38	1,000.5				
3364	11/22/17 07:09:05 AM	660.1	14.38	999.2				
3365	11/22/17 07:14:05 AM	660.9	14.38	1,000.3				
3366	11/22/17 07:19:05 AM	660.9	14.38	1,000.3				
3367	11/22/17 07:24:05 AM	660.9	14.38	1,000.2				
3368	11/22/17 07:29:05 AM	660.9	14.38	1,000.1				
3369	11/22/17 07:34:05 AM	660.9	14.38	1,000.0				
3370	11/22/17 07:39:05 AM	660.1	14.38	998.8				
3371	11/22/17 07:44:05 AM	660.5	14.38	999.3				
3372	11/22/17 07:49:05 AM	660.1	14.38	998.6				
3373	11/22/17 07:54:05 AM	660.5	14.38	999.2				
3374	11/22/17 07:59:05 AM	660.1	14.37	998.7				
3375	11/22/17 08:04:05 AM	660.1	14.38	998.4				
3376	11/22/17 08:09:05 AM	660.1	14.38	998.4				
3377	11/22/17 08:14:05 AM	660.1	14.38	998.3				
3378	11/22/17 08:19:05 AM	660.1	14.38	998.2				
3379	11/22/17 08:24:05 AM	660.1	14.38	998.1				
3380	11/22/17 08:29:05 AM	660.1	14.35	998.8				
3381	11/22/17 08:34:05 AM	660.1	14.35	998.8				
3382	11/22/17 08:39:05 AM	659.8	14.35	998.2				
3383	11/22/17 08:44:05 AM	659.8	14.35	998.2				
3384	11/22/17 08:49:05 AM	659.0	14.33	997.4				
3385	11/22/17 08:54:05 AM	659.8	14.35	998.0				
3386	11/22/17 08:59:05 AM	658.3	14.27	997.7				
3387	11/22/17 09:04:05 AM	659.4	14.33	997.8				
3388	11/22/17 09:09:05 AM	659.4	14.34	997.5				
3389	11/22/17 09:14:05 AM	659.0	14.32	997.3				
3390	11/22/17 09:19:05 AM	659.4	14.34	997.3				
3391	11/22/17 09:24:05 AM	659.0	14.32	997.1				
3392	11/22/17 09:29:05 AM	659.4	14.34	997.2				
3393	11/22/17 09:34:05 AM	659.4	14.33	997.4				
3394	11/22/17 09:39:05 AM	659.4	14.35	996.8				
3395	11/22/17 09:44:05 AM	659.0	14.33	996.6				
3396	11/22/17 09:49:05 AM	659.4	14.34	996.9				
3397	11/22/17 09:54:05 AM	659.4	14.35	996.6				
3398	11/22/17 09:59:05 AM	659.4	14.35	996.5				
3399	11/22/17 10:04:05 AM	659.4	14.35	996.4				
3400	11/22/17 10:09:05 AM	659.8	14.35	997.0				
3401	11/22/17 10:14:05 AM	659.4	14.35	996.3				
3402	11/22/17 10:19:05 AM	659.8	14.35	996.8				
3403	11/22/17 10:24:05 AM	659.8	14.35	996.8				
3404	11/22/17 10:29:05 AM	659.7	14.38	995.8				
3405	11/22/17 10:34:05 AM	659.7	14.38	995.7				
3406	11/22/17 10:39:05 AM	659.8	14.35	996.6				
3407	11/22/17 10:44:05 AM	659.7	14.38	995.6				
3408	11/22/17 10:49:05 AM	659.8	14.37	995.9				
3409	11/22/17 10:54:05 AM	659.7	14.38	995.5				
3410	11/22/17 10:59:05 AM	659.7	14.38	995.4				
3411	11/22/17 11:04:05 AM	660.1	14.38	995.9				
3412	11/22/17 11:09:05 AM	660.1	14.39	995.6				
3413	11/22/17 11:14:05 AM	660.9	14.40	996.5				
3414	11/22/17 11:19:05 AM	660.1	14.38	995.7				
3415	11/22/17 11:24:05 AM	660.5	14.40	995.8				
3416	11/22/17 11:29:05 AM	660.5	14.41	995.4				
3417	11/22/17 11:34:05 AM	660.9	14.44	995.2				
3418	11/22/17 11:39:05 AM	661.2	14.45	995.4				
3419	11/22/17 11:44:05 AM	661.2	14.45	995.3				
3420	11/22/17 11:49:05 AM	661.6	14.48	995.1				
3421	11/22/17 11:54:05 AM	662.0	14.50	995.1				
3422	11/22/17 11:59:05 AM	662.3	14.53	994.8				
3423	11/22/17 12:04:05 PM	662.7	14.56	994.6				
3424	11/22/17 12:09:05 PM	663.1	14.57	994.8				
3425	11/22/17 12:14:05 PM	663.1	14.58	994.5				
3426	11/22/17 12:19:05 PM	663.1	14.59	994.2				
3427	11/22/17 12:24:05 PM	663.1	14.60	993.9				
3428	11/22/17 12:29:05 PM	663.8	14.61	994.6				
3429	11/22/17 12:34:05 PM	663.8	14.64	993.8				
3430	11/22/17 12:39:05 PM	664.5	14.67	994.1				
3431	11/22/17 12:44:05 PM	665.7	14.72	994.6				
3432	11/22/17 12:49:05 PM	666.0	14.77	993.7				
3433	11/22/17 12:54:05 PM	666.4	14.79	993.7				
3434	11/22/17 12:59:05 PM	666.8	14.80	994.0				
3435	11/22/17 01:04:05 PM	666.7	14.83	993.1				
3436	11/22/17 01:09:05 PM	667.5	14.85	993.7				
3437	11/22/17 01:14:05 PM	667.5	14.85	993.6				
3438	11/22/17 01:19:05 PM	667.5	14.84	993.8				
3439	11/22/17 01:24:05 PM	666.7	14.84	992.5				
3440	11/22/17 01:29:05 PM	666.8	14.82	993.1				
3441	11/22/17 01:34:05 PM	666.4	14.79	993.2				
3442	11/22/17 01:39:05 PM	666.7	14.83	992.6				
3443	11/22/17 01:44:05 PM	667.1	14.84	992.9				
3444	11/22/17 01:49:05 PM	666.7	14.86	991.7				
3445	11/22/17 01:54:05 PM	667.5	14.88	992.3				
3446	11/22/17 01:59:05 PM	667.5	14.89	992.0				
3447	11/22/17 02:04:05 PM	667.8	14.91	991.9				
3448	11/22/17 02:09:05 PM	668.2	14.92	992.2				
3449	11/22/17 02:14:05 PM	668.2	14.91	992.4				
3450	11/22/17 02:19:05 PM	668.2	14.90	992.5				
3451	11/22/17 02:24:05 PM	667.8	14.91	991.6				
3452	11/22/17 02:29:05 PM	667.9	14.89	992.2				
3453	11/22/17 02:34:05 PM	667.9	14.89	992.1				
3454	11/22/17 02:39:05 PM	667.9	14.89	992.1				
3455	11/22/17 02:44:05 PM	667.5	14.86	992.1				
3456	11/22/17 02:49:05 PM	667.1	14.85	991.7				
3457	11/22/17 02:54:05 PM	667.1	14.83	992.1				
3458	11/22/17 02:59:05 PM	666.8	14.80	992.4				
3459	11/22/17 03:04:05 PM	666.4	14.79	991.9				
3460	11/22/17 03:09:05 PM	666.4	14.79	991.9				
3461	11/22/17 03:14:05 PM	666.0	14.77	991.7				
3462	11/22/17 03:19:05 PM	665.6	14.76	991.3				
3463	11/22/17 03:24:05 PM	665.6	14.75	991.4				
3464	11/22/17 03:29:05 PM	665.7	14.73	992.0				
3465	11/22/17 03:34:05 PM	665.7	14.72	992.2				
3466	11/22/17 03:39:05 PM	665.3	14.72	991.5				
3467	11/22/17 03:44:05 PM	665.7	14.72	992.1				
3468	11/22/17 03:49:05 PM	664.9	14.70	991.3				
3469	11/22/17 03:54:05 PM	665.7	14.71	992.2				
3470	11/22/17 03:59:05 PM	664.9	14.69	991.4				
3471	11/22/17 04:04:05 PM	664.5	14.69	990.7				
3472	11/22/17 04:09:05 PM	664.9	14.69	991.2				
3473	11/22/17 04:14:05 PM	664.6	14.65	991.7				
3474	11/22/17 04:19:05 PM	664.9	14.67	991.6				
3475	11/22/17 04:24:05 PM	664.5	14.66	991.2				
3476	11/22/17 04:29:05 PM	665.0	14.64	992.3				
3477	11/22/17 04:34:05 PM	664.6	14.64	991.7				
3478	11/22/17 04:39:05 PM	664.6	14.65	991.4				
3479	11/22/17 04:44:05 PM	664.6	14.64	991.5				
3480	11/22/17 04:49:05 PM	665.0	14.64	992.1				
3481	11/22/17 04:54:05 PM	664.2	14.63	991.1				
3482	11/22/17 04:59:05 PM	664.6	14.61	992.1				
3483	11/22/17 05:04:05 PM	664.2	14.61	991.4				
3484	11/22/17 05:09:05 PM	664.2	14.61	991.3				
3485	11/22/17 05:14:05 PM	664.2	14.60	991.5				
3486	11/22/17 05:19:05 PM	664.2	14.60	991.4				
3487	11/22/17 05:24:05 PM	664.2	14.60	991.4				
3488	11/22/17 05:29:05 PM	664.2	14.60	991.3				
3489	11/22/17 05:34:05 PM	663.8	14.60	990.6				
3490	11/22/17 05:39:05 PM	664.6	14.60	991.8				
3491	11/22/17 05:44:05 PM	663.8	14.59	990.7				
3492	11/22/17 05:49:05 PM	663.8	14.57	991.2				
3493	11/22/17 05:54:05 PM	664.2	14.58	991.4				
3494	11/22/17 05:59:05 PM	663.9	14.54	991.9				
3495	11/22/17 06:04:05 PM	663.1	14.53	990.9				
3496	11/22/17 06:09:05 PM	663.5	14.54	991.2				
3497	11/22/17 06:14:05 PM	663.1	14.54	990.5				
3498	11/22/17 06:19:05 PM	663.9	14.53	991.9				
3499	11/22/17 06:24:05 PM	663.1	14.53	990.6				
3500	11/22/17 06:29:05 PM	663.1	14.53	990.5				
3501	11/22/17 06:34:05 PM	663.1	14.52	990.7				
3502	11/22/17 06:39:05 PM	663.5	14.54	990.8				
3503	11/22/17 06:44:05 PM	663.1	14.51	990.8				
3504	11/22/17 06:49:05 PM	663.1	14.52	990.5				
3505	11/22/17 06:54:05 PM	663.1	14.51	990.7				
3506	11/22/17 06:59:05 PM	662.7	14.50	990.3				
3507	11/22/17 07:04:05 PM	662.7	14.50	990.2				
3508	11/22/17 07:09:05 PM	662.7	14.48	990.6				
3509	11/22/17 07:14:05 PM	662.8	14.47	991.0				
3510	11/22/17 07:19:05 PM	662.7	14.48	990.5				
3511	11/22/17 07:24:05 PM	662.4	14.46	990.5				
3512	11/22/17 07:29:05 PM	662.8	14.47	990.7				
3513	11/22/17 07:34:05 PM	662.4	14.46	990.3				
3514	11/22/17 07:39:05 PM	662.8	14.45	991.1				
3515	11/22/17 07:44:05 PM	662.8	14.46	990.8				
3516	11/22/17 07:49:05 PM	662.8	14.47	990.5				
3517	11/22/17 07:54:05 PM	662.8	14.46	990.6				
3518	11/22/17 07:59:05 PM	662.8	14.46	990.6				
3519	11/22/17 08:04:05 PM	662.8	14.46	990.5				
3520	11/22/17 08:09:05 PM	662.8	14.45	990.7				
3521	11/22/17 08:14:05 PM	662.8	14.45	990.6				
3522	11/22/17 08:19:05 PM	663.2	14.45	991.1				
3523	11/22/17 08:24:05 PM	663.2	14.46	990.8				
3524	11/22/17 08:29:05 PM	663.2	14.45	991.0				
3525	11/22/17 08:34:05 PM	663.2	14.45	990.9				
3526	11/22/17 08:39:05 PM	662.8	14.44	990.5				
3527	11/22/17 08:44:05 PM	663.2	14.45	990.8				
3528	11/22/17 08:49:05 PM	662.8	14.43	990.6				
3529	11/22/17 08:54:05 PM	663.5	14.45	991.1				
3530	11/22/17 08:59:05 PM	663.9	14.45	991.6				
3531	11/22/17 09:04:05 PM	663.5	14.46	990.7				
3532	11/22/17 09:09:05 PM	663.9	14.47	991.0				
3533	11/22/17 09:14:05 PM	663.9	14.46	991.2				
3534	11/22/17 09:19:05 PM	663.9	14.46	991.1				
3535	11/22/17 09:24:05 PM	663.9	14.46	991.0				
3536	11/22/17 09:29:05 PM	663.9	14.46	991.0				
3537	11/22/17 09:34:05 PM	663.9	14.46	990.9				
3538	11/22/17 09:39:05 PM	663.9	14.45	991.1				
3539	11/22/17 09:44:05 PM	663.9	14.46	990.8				
3540	11/22/17 09:49:05 PM	664.3	14.47	991.0				
3541	11/22/17 09:54:05 PM	663.9	14.47	990.4				
3542	11/22/17 09:59:05 PM	663.9	14.45	990.8				
3543	11/22/17 10:04:05 PM	664.3	14.47	990.8				
3544	11/22/17 10:09:05 PM	663.9	14.46	990.4				
3545	11/22/17 10:14:05 PM	664.7	14.47	991.3				
3546	11/22/17 10:19:05 PM	663.9	14.46	990.3				
3547	11/22/17 10:24:05 PM	663.9	14.46	990.2				
3548	11/22/17 10:29:05 PM	664.3	14.47	990.5				
3549	11/22/17 10:34:05 PM	663.9	14.46	990.1				
3550	11/22/17 10:39:05 PM	664.3	14.45	990.8				
3551	11/22/17 10:44:05 PM	663.9	14.46	989.9				
3552	11/22/17 10:49:05 PM	664.3	14.45	990.7				
3553	11/22/17 10:54:05 PM	663.9	14.45	990.0				
3554	11/22/17 10:59:05 PM	664.7	14.45	991.1				
3555	11/22/17 11:04:05 PM	664.3	14.45	990.5				
3556	11/22/17 11:09:05 PM	664.7	14.45	991.0				
3557	11/22/17 11:14:05 PM	664.7	14.46	990.7				
3558	11/22/17 11:19:05 PM	664.3	14.45	990.3				
3559	11/22/17 11:24:05 PM	664.7	14.46	990.6				
3560	11/22/17 11:29:05 PM	664.7	14.46	990.5				
3561	11/22/17 11:34:05 PM	664.7	14.45	990.7				
3562	11/22/17 11:39:05 PM	664.7	14.46	990.3				
3563	11/22/17 11:44:05 PM	665.1	14.46	990.9				
3564	11/22/17 11:49:05 PM	664.7	14.45	990.5				
3565	11/22/17 11:54:05 PM	665.1	14.46	990.7				
3566	11/22/17 11:59:05 PM	665.1	14.46	990.7				
3567	11/23/17 12:04:05 AM	665.1	14.44	991.1				
3568	11/23/17 12:09:05 AM	665.1	14.46	990.5				
3569	11/23/17 12:14:05 AM	665.1	14.46	990.5				
3570	11/23/17 12:19:05 AM	665.1	14.46	990.4				
3571	11/23/17 12:24:05 AM	665.8	14.48	990.9				
3572	11/23/17 12:29:05 AM	665.8	14.48	990.8				
3573	11/23/17 12:34:05 AM	665.1	14.46	990.2				
3574	11/23/17 12:39:05 AM	665.8	14.50	990.2				
3575	11/23/17 12:44:05 AM	665.8	14.47	990.8				
3576	11/23/17 12:49:05 AM	665.8	14.47	990.8				
3577	11/23/17 12:54:05 AM	665.1	14.50	988.9				
3578	11/23/17 12:59:05 AM	667.0	14.47	992.4				
3579	11/23/17 01:04:05 AM	667.0	14.50	991.6				
3580	11/23/17 01:09:05 AM	667.0	14.50	991.5				
3581	11/23/17 01:14:05 AM	668.1	14.50	993.1				
3582	11/23/17 01:19:05 AM	668.1	14.51	992.8				
3583	11/23/17 01:24:05 AM	668.1	14.50	993.0				
3584	11/23/17 01:29:05 AM	668.5	14.51	993.2				
3585	11/23/17 01:34:05 AM	668.1	14.50	992.8				
3586	11/23/17 01:39:05 AM	668.1	14.50	992.7				
3587	11/23/17 01:44:05 AM	668.5	14.50	993.3				
3588	11/23/17 01:49:05 AM	668.1	14.47	993.3				
3589	11/23/17 01:54:05 AM	668.5	14.48	993.6				
3590	11/23/17 01:59:05 AM	668.5	14.48	993.5				
3591	11/23/17 02:04:05 AM	668.1	14.48	992.9				
3592	11/23/17 02:09:05 AM	668.1	14.47	993.1				
3593	11/23/17 02:14:05 AM	668.2	14.46	993.4				
3594	11/23/17 02:19:05 AM	668.2	14.46	993.3				
3595	11/23/17 02:24:05 AM	668.2	14.46	993.2				
3596	11/23/17 02:29:05 AM	668.2	14.46	993.2				
3597	11/23/17 02:34:05 AM	668.2	14.45	993.4				
3598	11/23/17 02:39:05 AM	668.5	14.46	993.5				
3599	11/23/17 02:44:05 AM	670.1	14.45	996.0				
3600	11/23/17 02:49:05 AM	670.9	14.45	997.2				
3601	11/23/17 02:54:05 AM	670.5	14.45	996.5				
3602	11/23/17 02:59:05 AM	670.5	14.44	996.7				
3603	11/23/17 03:04:05 AM	670.5	14.44	996.6				
3604	11/23/17 03:09:05 AM	834.2	14.44	1,239.8				
3605	11/23/17 03:14:05 AM	671.3	14.43	997.9				
3606	11/23/17 03:19:05 AM	671.6	14.44	998.0				
3607	11/23/17 03:24:05 AM	671.3	14.44	997.5				
3608	11/23/17 03:29:05 AM	671.3	14.44	997.4				
3609	11/23/17 03:34:05 AM	671.3	14.43	997.6				
3610	11/23/17 03:39:05 AM	671.3	14.41	998.0				
3611	11/23/17 03:44:05 AM	671.3	14.43	997.5				
3612	11/23/17 03:49:05 AM	670.9	14.40	997.5				
3613	11/23/17 03:54:05 AM	671.3	14.40	998.1				
3614	11/23/17 03:59:05 AM	671.3	14.41	997.8				
3615	11/23/17 04:04:05 AM	671.7	14.41	998.3				
3616	11/23/17 04:09:05 AM	671.3	14.40	997.9				
3617	11/23/17 04:14:05 AM	671.3	14.40	997.8				
3618	11/23/17 04:19:05 AM	671.3	14.40	997.7				
3619	11/23/17 04:24:05 AM	671.3	14.40	997.7				
3620	11/23/17 04:29:05 AM	671.3	14.40	997.6				
3621	11/23/17 04:34:05 AM	671.3	14.39	997.8				
3622	11/23/17 04:39:05 AM	671.7	14.40	998.0				
3623	11/23/17 04:44:05 AM	671.3	14.39	997.6				
3624	11/23/17 04:49:05 AM	671.7	14.39	998.1				
3625	11/23/17 04:54:05 AM	670.9	14.38	997.1				
3626	11/23/17 04:59:05 AM	670.9	14.38	997.1				
3627	11/23/17 05:04:05 AM	670.9	14.39	996.7				
3628	11/23/17 05:09:05 AM	671.7	14.38	998.1				
3629	11/23/17 05:14:05 AM	671.7	14.40	997.5				
3630	11/23/17 05:19:05 AM	671.7	14.40	997.5				
3631	11/23/17 05:24:05 AM	671.7	14.40	997.4				
3632	11/23/17 05:29:05 AM	671.7	14.39	997.6				
3633	11/23/17 05:34:05 AM	671.3	14.38	997.2				
3634	11/23/17 05:39:05 AM	671.7	14.38	997.7				
3635	11/23/17 05:44:05 AM	671.3	14.38	997.0				
3636	11/23/17 05:49:05 AM	671.7	14.38	997.5				
3637	11/23/17 05:54:05 AM	671.3	14.38	996.9				
3638	11/23/17 05:59:05 AM	671.3	14.38	996.8				
3639	11/23/17 06:04:05 AM	671.7	14.39	997.1				
3640	11/23/17 06:09:05 AM	671.7	14.39	997.0				
3641	11/23/17 06:14:05 AM	671.7	14.39	996.9				
3642	11/23/17 06:19:05 AM	671.7	14.40	996.6				
3643	11/23/17 06:24:05 AM	671.7	14.40	996.6				
3644	11/23/17 06:29:05 AM	672.0	14.41	996.7				
3645	11/23/17 06:34:05 AM	672.0	14.43	996.1				
3646	11/23/17 06:39:05 AM	671.7	14.40	996.3				
3647	11/23/17 06:44:05 AM	672.1	14.40	996.9				
3648	11/23/17 06:49:05 AM	672.1	14.40	996.8				
3649	11/23/17 06:54:05 AM	672.0	14.43	995.8				
3650	11/23/17 06:59:05 AM	671.7	14.40	996.1				
3651	11/23/17 07:04:05 AM	671.7	14.40	996.0				
3652	11/23/17 07:09:05 AM	671.7	14.40	995.9				
3653	11/23/17 07:14:05 AM	671.7	14.40	995.8				
