"Plot Title: 20089046"
"#"	"Date Time, GMT-04:00"	"Full Range, μS/cm (LGR S/N: 20089046, SEN S/N: 20089046)"	"Temp, °C (LGR S/N: 20089046, SEN S/N: 20089046)"	"SpC, μS/cm (LGR S/N: 20089046)"	"Coupler Detached (LGR S/N: 20089046)"	"Coupler Attached (LGR S/N: 20089046)"	"Stopped (LGR S/N: 20089046)"	"End Of File (LGR S/N: 20089046)"
1645	11/16/17 07:54:05 AM	692.7	14.60	1,167.3				
1646	11/16/17 07:59:05 AM	692.7	14.60	1,167.2				
1647	11/16/17 08:04:05 AM	692.7	14.60	1,167.1				
1648	11/16/17 08:09:05 AM	692.7	14.59	1,167.4				
1649	11/16/17 08:14:05 AM	692.7	14.59	1,167.3				
1650	11/16/17 08:19:05 AM	692.7	14.59	1,167.2				
1651	11/16/17 08:24:05 AM	692.7	14.60	1,166.9				
1652	11/16/17 08:29:05 AM	692.3	14.60	1,166.1				
1653	11/16/17 08:34:05 AM	692.3	14.59	1,166.3				
1654	11/16/17 08:39:05 AM	692.7	14.59	1,166.9				
1655	11/16/17 08:44:05 AM	692.7	14.59	1,166.9				
1656	11/16/17 08:49:05 AM	692.0	14.59	1,165.6				
1657	11/16/17 08:54:05 AM	692.3	14.59	1,166.0				
1658	11/16/17 08:59:05 AM	692.4	14.58	1,166.4				
1659	11/16/17 09:04:05 AM	692.0	14.58	1,165.7				
1660	11/16/17 09:09:05 AM	692.0	14.59	1,165.3				
1661	11/16/17 09:14:05 AM	692.0	14.59	1,165.2				
1662	11/16/17 09:19:05 AM	691.6	14.58	1,164.8				
1663	11/16/17 09:24:05 AM	692.0	14.59	1,165.1				
1664	11/16/17 09:29:05 AM	692.3	14.59	1,165.5				
1665	11/16/17 09:34:05 AM	692.7	14.58	1,166.4				
1666	11/16/17 09:39:05 AM	692.3	14.59	1,165.4				
1667	11/16/17 09:44:05 AM	692.0	14.60	1,164.5				
1668	11/16/17 09:49:05 AM	692.7	14.60	1,165.6				
1669	11/16/17 09:54:05 AM	692.3	14.59	1,165.2				
1670	11/16/17 09:59:05 AM	692.3	14.60	1,164.8				
1671	11/16/17 10:04:05 AM	692.3	14.60	1,164.7				
1672	11/16/17 10:09:05 AM	692.7	14.60	1,165.3				
1673	11/16/17 10:14:05 AM	692.7	14.61	1,165.0				
1674	11/16/17 10:19:05 AM	692.7	14.61	1,164.9				
1675	11/16/17 10:24:05 AM	692.7	14.61	1,164.8				
1676	11/16/17 10:29:05 AM	692.7	14.63	1,164.2				
1677	11/16/17 10:34:05 AM	692.7	14.63	1,164.1				
1678	11/16/17 10:39:05 AM	692.7	14.61	1,164.6				
1679	11/16/17 10:44:05 AM	692.7	14.64	1,163.7				
1680	11/16/17 10:49:05 AM	692.7	14.63	1,163.9				
1681	11/16/17 10:54:05 AM	692.7	14.63	1,163.8				
1682	11/16/17 10:59:05 AM	692.7	14.63	1,163.7				
1683	11/16/17 11:04:05 AM	692.7	14.64	1,163.4				
1684	11/16/17 11:09:05 AM	692.7	14.63	1,163.6				
1685	11/16/17 11:14:05 AM	692.7	14.64	1,163.2				
1686	11/16/17 11:19:05 AM	693.1	14.65	1,163.5				
1687	11/16/17 11:24:05 AM	693.5	14.66	1,163.9				
1688	11/16/17 11:29:05 AM	693.1	14.66	1,163.1				
1689	11/16/17 11:34:05 AM	693.8	14.69	1,163.4				
1690	11/16/17 11:39:05 AM	693.8	14.69	1,163.3				
1691	11/16/17 11:44:05 AM	693.8	14.70	1,162.9				
1692	11/16/17 11:49:05 AM	693.8	14.72	1,162.3				
1693	11/16/17 11:54:05 AM	694.2	14.76	1,161.7				
1694	11/16/17 11:59:05 AM	694.9	14.77	1,162.5				
1695	11/16/17 12:04:05 PM	695.3	14.80	1,162.3				
1696	11/16/17 12:09:05 PM	695.3	14.82	1,161.6				
1697	11/16/17 12:14:05 PM	695.3	14.83	1,161.3				
1698	11/16/17 12:19:05 PM	695.6	14.85	1,161.1				
1699	11/16/17 12:24:05 PM	695.6	14.85	1,161.0				
1700	11/16/17 12:29:05 PM	695.6	14.85	1,161.0				
1701	11/16/17 12:34:05 PM	696.0	14.88	1,160.7				
1702	11/16/17 12:39:05 PM	696.8	14.90	1,161.4				
1703	11/16/17 12:44:05 PM	697.1	14.93	1,161.0				
1704	11/16/17 12:49:05 PM	697.5	14.96	1,160.7				
1705	11/16/17 12:54:05 PM	697.8	14.98	1,160.6				
1706	11/16/17 12:59:05 PM	697.8	14.99	1,160.2				
1707	11/16/17 01:04:05 PM	698.2	15.02	1,159.9				
1708	11/16/17 01:09:05 PM	699.0	15.04	1,160.6				
1709	11/16/17 01:14:05 PM	699.0	15.04	1,160.5				
1710	11/16/17 01:19:05 PM	699.0	15.04	1,160.5				
1711	11/16/17 01:24:05 PM	697.8	14.99	1,159.8				
1712	11/16/17 01:29:05 PM	697.8	15.01	1,159.2				
1713	11/16/17 01:34:05 PM	697.8	14.99	1,159.7				
1714	11/16/17 01:39:05 PM	698.2	15.01	1,159.7				
1715	11/16/17 01:44:05 PM	698.2	15.04	1,158.8				
1716	11/16/17 01:49:05 PM	699.3	15.08	1,159.4				
1717	11/16/17 01:54:05 PM	699.7	15.10	1,159.4				
1718	11/16/17 01:59:05 PM	699.3	15.11	1,158.4				
1719	11/16/17 02:04:05 PM	699.7	15.11	1,159.0				
1720	11/16/17 02:09:05 PM	699.7	15.11	1,158.9				
1721	11/16/17 02:14:05 PM	699.7	15.12	1,158.6				
1722	11/16/17 02:19:05 PM	699.7	15.12	1,158.5				
1723	11/16/17 02:24:05 PM	699.3	15.10	1,158.3				
1724	11/16/17 02:29:05 PM	699.7	15.11	1,158.6				
1725	11/16/17 02:34:05 PM	699.7	15.12	1,158.3				
1726	11/16/17 02:39:05 PM	699.3	15.09	1,158.4				
1727	11/16/17 02:44:05 PM	699.0	15.05	1,159.0				
1728	11/16/17 02:49:05 PM	698.2	15.04	1,157.8				
1729	11/16/17 02:54:05 PM	697.8	15.02	1,157.7				
1730	11/16/17 02:59:05 PM	697.8	15.02	1,157.6				
1731	11/16/17 03:04:05 PM	697.8	15.01	1,157.8				
1732	11/16/17 03:09:05 PM	697.5	14.99	1,157.8				
1733	11/16/17 03:14:05 PM	697.5	14.99	1,157.8				
1734	11/16/17 03:19:05 PM	697.5	14.98	1,158.0				
1735	11/16/17 03:24:05 PM	696.7	14.98	1,156.6				
1736	11/16/17 03:29:05 PM	696.7	14.96	1,157.1				
1737	11/16/17 03:34:05 PM	696.7	14.96	1,157.0				
1738	11/16/17 03:39:05 PM	696.7	14.96	1,156.9				
1739	11/16/17 03:44:05 PM	696.3	14.95	1,156.5				
1740	11/16/17 03:49:05 PM	696.7	14.96	1,156.8				
1741	11/16/17 03:54:05 PM	696.3	14.95	1,156.3				
1742	11/16/17 03:59:05 PM	696.3	14.95	1,156.2				
1743	11/16/17 04:04:05 PM	696.7	14.95	1,156.8				
1744	11/16/17 04:09:05 PM	695.9	14.95	1,155.4				
1745	11/16/17 04:14:05 PM	696.0	14.92	1,156.4				
1746	11/16/17 04:19:05 PM	695.6	14.92	1,155.7				
1747	11/16/17 04:24:05 PM	695.6	14.91	1,155.9				
1748	11/16/17 04:29:05 PM	695.6	14.91	1,155.8				
1749	11/16/17 04:34:05 PM	695.2	14.90	1,155.3				
1750	11/16/17 04:39:05 PM	694.8	14.89	1,154.9				
1751	11/16/17 04:44:05 PM	694.8	14.89	1,154.8				
1752	11/16/17 04:49:05 PM	694.8	14.88	1,155.0				
1753	11/16/17 04:54:05 PM	694.8	14.88	1,155.0				
1754	11/16/17 04:59:05 PM	694.8	14.88	1,154.9				
1755	11/16/17 05:04:05 PM	694.8	14.86	1,155.4				
1756	11/16/17 05:09:05 PM	694.5	14.85	1,155.1				
1757	11/16/17 05:14:05 PM	694.1	14.85	1,154.4				
1758	11/16/17 05:19:05 PM	694.5	14.85	1,155.0				
1759	11/16/17 05:24:05 PM	694.5	14.84	1,155.2				
1760	11/16/17 05:29:05 PM	694.5	14.84	1,155.1				
1761	11/16/17 05:34:05 PM	694.1	14.83	1,154.6				
1762	11/16/17 05:39:05 PM	694.1	14.83	1,154.6				
1763	11/16/17 05:44:05 PM	693.7	14.82	1,154.1				
1764	11/16/17 05:49:05 PM	693.7	14.83	1,153.8				
1765	11/16/17 05:54:05 PM	694.1	14.84	1,154.1				
1766	11/16/17 05:59:05 PM	694.1	14.84	1,154.0				
1767	11/16/17 06:04:05 PM	694.1	14.83	1,154.2				
1768	11/16/17 06:09:05 PM	693.7	14.83	1,153.5				
1769	11/16/17 06:14:05 PM	693.7	14.83	1,153.4				
1770	11/16/17 06:19:05 PM	694.1	14.83	1,154.0				
1771	11/16/17 06:24:05 PM	693.7	14.82	1,153.5				
1772	11/16/17 06:29:05 PM	693.7	14.80	1,154.0				
1773	11/16/17 06:34:05 PM	693.7	14.80	1,154.0				
1774	11/16/17 06:39:05 PM	693.7	14.80	1,153.9				
1775	11/16/17 06:44:05 PM	693.4	14.79	1,153.6				
1776	11/16/17 06:49:05 PM	698.0	14.80	1,160.9				
1777	11/16/17 06:54:05 PM	698.0	14.80	1,160.8				
1778	11/16/17 06:59:05 PM	698.0	14.80	1,160.8				
1779	11/16/17 07:04:05 PM	698.0	14.80	1,160.7				
1780	11/16/17 07:09:05 PM	698.0	14.79	1,160.9				
1781	11/16/17 07:14:05 PM	697.6	14.80	1,159.9				
1782	11/16/17 07:19:05 PM	697.6	14.79	1,160.1				
1783	11/16/17 07:24:05 PM	698.0	14.80	1,160.4				
1784	11/16/17 07:29:05 PM	698.4	14.80	1,161.0				
1785	11/16/17 07:34:05 PM	698.0	14.80	1,160.2				
1786	11/16/17 07:39:05 PM	698.0	14.80	1,160.2				
1787	11/16/17 07:44:05 PM	698.0	14.80	1,160.1				
1788	11/16/17 07:49:05 PM	697.6	14.79	1,159.7				
1789	11/16/17 07:54:05 PM	698.0	14.80	1,160.0				
1790	11/16/17 07:59:05 PM	697.6	14.79	1,159.5				
1791	11/16/17 08:04:05 PM	698.0	14.80	1,159.8				
1792	11/16/17 08:09:05 PM	697.6	14.79	1,159.4				
1793	11/16/17 08:14:05 PM	698.0	14.79	1,160.0				
1794	11/16/17 08:19:05 PM	698.0	14.79	1,159.9				
1795	11/16/17 08:24:05 PM	697.2	14.76	1,159.3				
1796	11/16/17 08:29:05 PM	698.0	14.80	1,159.4				
1797	11/16/17 08:34:05 PM	697.6	14.80	1,158.7				
1798	11/16/17 08:39:05 PM	697.6	14.80	1,158.6				
1799	11/16/17 08:44:05 PM	697.6	14.80	1,158.6				
1800	11/16/17 08:49:05 PM	697.2	14.80	1,157.8				
1801	11/16/17 08:54:05 PM	696.8	14.79	1,157.4				
1802	11/16/17 08:59:05 PM	696.5	14.77	1,157.4				
1803	11/16/17 09:04:05 PM	696.8	14.82	1,156.4				
1804	11/16/17 09:09:05 PM	696.8	14.80	1,156.9				
1805	11/16/17 09:14:05 PM	696.8	14.80	1,156.8				
1806	11/16/17 09:19:05 PM	696.8	14.82	1,156.2				
1807	11/16/17 09:24:05 PM	696.8	14.82	1,156.1				
1808	11/16/17 09:29:05 PM	696.4	14.80	1,155.9				
1809	11/16/17 09:34:05 PM	696.8	14.82	1,155.9				
1810	11/16/17 09:39:05 PM	696.8	14.83	1,155.6				
1811	11/16/17 09:44:05 PM	696.8	14.82	1,155.8				
1812	11/16/17 09:49:05 PM	696.8	14.82	1,155.7				
1813	11/16/17 09:54:05 PM	697.2	14.82	1,156.3				
1814	11/16/17 09:59:05 PM	697.2	14.83	1,156.0				
1815	11/16/17 10:04:05 PM	697.2	14.83	1,155.9				
1816	11/16/17 10:09:05 PM	696.8	14.80	1,156.0				
1817	11/16/17 10:14:05 PM	697.2	14.82	1,156.0				
1818	11/16/17 10:19:05 PM	697.2	14.82	1,156.0				
1819	11/16/17 10:24:05 PM	698.0	14.82	1,157.2				
1820	11/16/17 10:29:05 PM	698.0	14.82	1,157.1				
1821	11/16/17 10:34:05 PM	698.0	14.80	1,157.6				
1822	11/16/17 10:39:05 PM	698.0	14.80	1,157.6				
1823	11/16/17 10:44:05 PM	698.0	14.80	1,157.5				
1824	11/16/17 10:49:05 PM	698.0	14.79	1,157.7				
1825	11/16/17 10:54:05 PM	698.0	14.79	1,157.6				
1826	11/16/17 10:59:05 PM	698.0	14.80	1,157.3				
1827	11/16/17 11:04:05 PM	698.0	14.80	1,157.2				
1828	11/16/17 11:09:05 PM	698.0	14.78	1,157.7				
1829	11/16/17 11:14:05 PM	698.0	14.78	1,157.6				
1830	11/16/17 11:19:05 PM	698.0	14.78	1,157.6				
1831	11/16/17 11:24:05 PM	698.4	14.78	1,158.1				
1832	11/16/17 11:29:05 PM	698.0	14.77	1,157.7				
1833	11/16/17 11:34:05 PM	698.4	14.77	1,158.3				
1834	11/16/17 11:39:05 PM	698.4	14.77	1,158.2				
1835	11/16/17 11:44:05 PM	698.4	14.77	1,158.1				
1836	11/16/17 11:49:05 PM	698.4	14.76	1,158.4				
1837	11/16/17 11:54:05 PM	698.8	14.76	1,158.9				
1838	11/16/17 11:59:05 PM	698.4	14.76	1,158.2				
1839	11/17/17 12:04:05 AM	699.2	14.76	1,159.5				
1840	11/17/17 12:09:05 AM	699.2	14.75	1,159.7				
1841	11/17/17 12:14:05 AM	699.9	14.76	1,160.5				
1842	11/17/17 12:19:05 AM	700.0	14.75	1,160.9				
1843	11/17/17 12:24:05 AM	700.3	14.75	1,161.3				
1844	11/17/17 12:29:05 AM	700.7	14.73	1,162.4				
1845	11/17/17 12:34:05 AM	701.1	14.73	1,163.0				
1846	11/17/17 12:39:05 AM	701.5	14.72	1,163.9				
1847	11/17/17 12:44:05 AM	702.3	14.72	1,165.2				
1848	11/17/17 12:49:05 AM	702.3	14.72	1,165.1				
1849	11/17/17 12:54:05 AM	702.7	14.71	1,166.0				
1850	11/17/17 12:59:05 AM	703.1	14.71	1,166.6				
1851	11/17/17 01:04:05 AM	703.4	14.72	1,166.7				
1852	11/17/17 01:09:05 AM	704.2	14.71	1,168.2				
1853	11/17/17 01:14:05 AM	705.0	14.71	1,169.5				
1854	11/17/17 01:19:05 AM	705.4	14.71	1,170.1				
1855	11/17/17 01:24:05 AM	706.2	14.70	1,171.6				
1856	11/17/17 01:29:05 AM	705.8	14.69	1,171.2				
1857	11/17/17 01:34:05 AM	706.5	14.70	1,172.0				
1858	11/17/17 01:39:05 AM	706.9	14.70	1,172.6				
1859	11/17/17 01:44:05 AM	706.9	14.69	1,172.8				
1860	11/17/17 01:49:05 AM	707.3	14.69	1,173.4				
1861	11/17/17 01:54:05 AM	707.7	14.69	1,174.0				
1862	11/17/17 01:59:05 AM	707.7	14.67	1,174.5				
1863	11/17/17 02:04:05 AM	708.5	14.67	1,175.7				
1864	11/17/17 02:09:05 AM	708.9	14.67	1,176.3				
1865	11/17/17 02:14:05 AM	709.6	14.69	1,176.8				
1866	11/17/17 02:19:05 AM	709.7	14.67	1,177.5				
1867	11/17/17 02:24:05 AM	709.7	14.67	1,177.4				
1868	11/17/17 02:29:05 AM	709.7	14.67	1,177.3				
1869	11/17/17 02:34:05 AM	709.7	14.67	1,177.3				
1870	11/17/17 02:39:05 AM	709.7	14.66	1,177.5				
1871	11/17/17 02:44:05 AM	709.7	14.66	1,177.4				
1872	11/17/17 02:49:05 AM	710.0	14.66	1,177.8				
1873	11/17/17 02:54:05 AM	710.0	14.66	1,177.8				
1874	11/17/17 02:59:05 AM	709.7	14.66	1,177.2				
1875	11/17/17 03:04:05 AM	709.7	14.65	1,177.4				
1876	11/17/17 03:09:05 AM	709.7	14.65	1,177.3				
1877	11/17/17 03:14:05 AM	709.7	14.64	1,177.6				
1878	11/17/17 03:19:05 AM	709.7	14.64	1,177.5				
1879	11/17/17 03:24:05 AM	709.7	14.64	1,177.4				
1880	11/17/17 03:29:05 AM	709.7	14.64	1,177.3				
1881	11/17/17 03:34:05 AM	709.7	14.63	1,177.6				
1882	11/17/17 03:39:05 AM	709.7	14.63	1,177.5				
1883	11/17/17 03:44:05 AM	710.1	14.63	1,178.1				
1884	11/17/17 03:49:05 AM	709.7	14.63	1,177.3				
1885	11/17/17 03:54:05 AM	709.7	14.63	1,177.3				
1886	11/17/17 03:59:05 AM	709.7	14.63	1,177.2				
1887	11/17/17 04:04:05 AM	709.7	14.61	1,177.7				
1888	11/17/17 04:09:05 AM	709.3	14.61	1,177.0				
1889	11/17/17 04:14:05 AM	709.7	14.61	1,177.5				
1890	11/17/17 04:19:05 AM	709.3	14.60	1,177.1				
1891	11/17/17 04:24:05 AM	708.9	14.61	1,176.1				
1892	11/17/17 04:29:05 AM	709.3	14.60	1,176.9				
1893	11/17/17 04:34:05 AM	708.5	14.60	1,175.5				
1894	11/17/17 04:39:05 AM	708.5	14.61	1,175.2				
1895	11/17/17 04:44:05 AM	708.9	14.61	1,175.8				
1896	11/17/17 04:49:05 AM	708.5	14.61	1,175.0				
1897	11/17/17 04:54:05 AM	708.5	14.61	1,175.0				
1898	11/17/17 04:59:05 AM	708.5	14.63	1,174.3				
1899	11/17/17 05:04:05 AM	708.5	14.61	1,174.8				
1900	11/17/17 05:09:05 AM	708.5	14.63	1,174.2				
1901	11/17/17 05:14:05 AM	708.5	14.64	1,173.8				
1902	11/17/17 05:19:05 AM	708.5	14.63	1,174.0				
1903	11/17/17 05:24:05 AM	708.5	14.63	1,173.9				
1904	11/17/17 05:29:05 AM	708.1	14.63	1,173.2				
1905	11/17/17 05:34:05 AM	707.7	14.64	1,172.2				
1906	11/17/17 05:39:05 AM	707.7	14.64	1,172.1				
1907	11/17/17 05:44:05 AM	707.4	14.64	1,171.5				
1908	11/17/17 05:49:05 AM	707.4	14.63	1,171.7				
1909	11/17/17 05:54:05 AM	706.6	14.64	1,170.1				
1910	11/17/17 05:59:05 AM	707.4	14.65	1,171.0				
1911	11/17/17 06:04:05 AM	707.0	14.65	1,170.3				
1912	11/17/17 06:09:05 AM	707.0	14.65	1,170.2				
1913	11/17/17 06:14:05 AM	706.6	14.65	1,169.5				
1914	11/17/17 06:19:05 AM	706.6	14.65	1,169.4				
1915	11/17/17 06:24:05 AM	706.2	14.65	1,168.7				
1916	11/17/17 06:29:05 AM	705.4	14.65	1,167.3				
1917	11/17/17 06:34:05 AM	705.4	14.65	1,167.2				
1918	11/17/17 06:39:05 AM	705.4	14.65	1,167.1				
1919	11/17/17 06:44:05 AM	705.0	14.65	1,166.4				
1920	11/17/17 06:49:05 AM	705.0	14.65	1,166.3				
1921	11/17/17 06:54:05 AM	704.7	14.64	1,166.0				
1922	11/17/17 06:59:05 AM	704.3	14.65	1,165.0				
1923	11/17/17 07:04:05 AM	705.4	14.65	1,166.7				
1924	11/17/17 07:09:05 AM	705.4	14.65	1,166.7				
1925	11/17/17 07:14:05 AM	705.4	14.65	1,166.6				
1926	11/17/17 07:19:05 AM	705.4	14.65	1,166.5				
1927	11/17/17 07:24:05 AM	705.4	14.65	1,166.4				
1928	11/17/17 07:29:05 AM	705.0	14.65	1,165.7				
1929	11/17/17 07:34:05 AM	704.7	14.65	1,165.1				
1930	11/17/17 07:39:05 AM	704.7	14.64	1,165.4				
1931	11/17/17 07:44:05 AM	704.7	14.65	1,165.0				
1932	11/17/17 07:49:05 AM	704.7	14.64	1,165.2				
1933	11/17/17 07:54:05 AM	704.3	14.64	1,164.5				
1934	11/17/17 07:59:05 AM	704.3	14.65	1,164.1				
1935	11/17/17 08:04:05 AM	704.3	14.65	1,164.0				
1936	11/17/17 08:09:05 AM	704.3	14.65	1,164.0				
1937	11/17/17 08:14:05 AM	703.9	14.66	1,162.9				
1938	11/17/17 08:19:05 AM	703.9	14.65	1,163.2				
1939	11/17/17 08:24:05 AM	703.5	14.65	1,162.4				
1940	11/17/17 08:29:05 AM	703.5	14.65	1,162.4				
1941	11/17/17 08:34:05 AM	703.5	14.65	1,162.3				
1942	11/17/17 08:39:05 AM	703.5	14.64	1,162.5				
1943	11/17/17 08:44:05 AM	703.5	14.65	1,162.1				
1944	11/17/17 08:49:05 AM	703.5	14.65	1,162.1				
1945	11/17/17 08:54:05 AM	703.5	14.65	1,162.0				
1946	11/17/17 08:59:05 AM	703.5	14.65	1,161.9				
1947	11/17/17 09:04:05 AM	703.5	14.66	1,161.6				
1948	11/17/17 09:09:05 AM	703.1	14.66	1,160.8				
1949	11/17/17 09:14:05 AM	703.1	14.66	1,160.7				
1950	11/17/17 09:19:05 AM	702.7	14.67	1,159.7				
1951	11/17/17 09:24:05 AM	702.7	14.66	1,159.9				
1952	11/17/17 09:29:05 AM	702.7	14.67	1,159.6				
1953	11/17/17 09:34:05 AM	702.7	14.67	1,159.5				
1954	11/17/17 09:39:05 AM	702.7	14.67	1,159.4				
1955	11/17/17 09:44:05 AM	702.7	14.67	1,159.4				
1956	11/17/17 09:49:05 AM	702.7	14.69	1,158.7				
1957	11/17/17 09:54:05 AM	702.7	14.69	1,158.6				
1958	11/17/17 09:59:05 AM	702.7	14.70	1,158.3				
1959	11/17/17 10:04:05 AM	702.7	14.70	1,158.2				
1960	11/17/17 10:09:05 AM	703.1	14.70	1,158.8				
1961	11/17/17 10:14:05 AM	702.3	14.70	1,157.4				
1962	11/17/17 10:19:05 AM	702.7	14.71	1,157.7				
1963	11/17/17 10:24:05 AM	702.3	14.70	1,157.3				
1964	11/17/17 10:29:05 AM	702.3	14.71	1,156.9				
1965	11/17/17 10:34:05 AM	702.7	14.72	1,157.2				
1966	11/17/17 10:39:05 AM	702.7	14.72	1,157.1				
1967	11/17/17 10:44:05 AM	702.3	14.72	1,156.4				
1968	11/17/17 10:49:05 AM	702.3	14.73	1,156.0				
1969	11/17/17 10:54:05 AM	702.3	14.73	1,156.0				
1970	11/17/17 10:59:05 AM	702.7	14.75	1,156.0				
1971	11/17/17 11:04:05 AM	702.7	14.75	1,155.9				
1972	11/17/17 11:09:05 AM	702.3	14.73	1,155.7				
1973	11/17/17 11:14:05 AM	702.7	14.75	1,155.7				
1974	11/17/17 11:19:05 AM	702.6	14.77	1,154.9				
1975	11/17/17 11:24:05 AM	702.6	14.77	1,154.9				
1976	11/17/17 11:29:05 AM	702.2	14.77	1,154.1				
1977	11/17/17 11:34:05 AM	702.6	14.77	1,154.7				
1978	11/17/17 11:39:05 AM	702.6	14.79	1,154.1				
1979	11/17/17 11:44:05 AM	702.6	14.80	1,153.7				
1980	11/17/17 11:49:05 AM	703.4	14.82	1,154.4				
1981	11/17/17 11:54:05 AM	703.4	14.83	1,154.0				
1982	11/17/17 11:59:05 AM	702.6	14.82	1,152.9				
1983	11/17/17 12:04:05 PM	702.6	14.82	1,152.9				
1984	11/17/17 12:09:05 PM	702.6	14.80	1,153.4				
1985	11/17/17 12:14:05 PM	702.6	14.82	1,152.7				
1986	11/17/17 12:19:05 PM	702.6	14.82	1,152.6				
1987	11/17/17 12:24:05 PM	703.0	14.83	1,152.9				
1988	11/17/17 12:29:05 PM	703.4	14.84	1,153.2				
1989	11/17/17 12:34:05 PM	703.3	14.85	1,152.7				
1990	11/17/17 12:39:05 PM	703.4	14.84	1,153.1				
1991	11/17/17 12:44:05 PM	703.0	14.84	1,152.4				
1992	11/17/17 12:49:05 PM	702.6	14.83	1,151.9				
1993	11/17/17 12:54:05 PM	702.6	14.82	1,152.1				
1994	11/17/17 12:59:05 PM	702.6	14.83	1,151.8				
1995	11/17/17 01:04:05 PM	703.4	14.84	1,152.7				
1996	11/17/17 01:09:05 PM	703.3	14.85	1,152.2				
1997	11/17/17 01:14:05 PM	703.3	14.85	1,152.1				
1998	11/17/17 01:19:05 PM	703.3	14.86	1,151.8				
1999	11/17/17 01:24:05 PM	703.3	14.86	1,151.7				
2000	11/17/17 01:29:05 PM	703.3	14.88	1,151.1				
2001	11/17/17 01:34:05 PM	703.3	14.88	1,151.0				
2002	11/17/17 01:39:05 PM	703.3	14.88	1,150.9				
2003	11/17/17 01:44:05 PM	703.3	14.88	1,150.8				
2004	11/17/17 01:49:05 PM	703.7	14.89	1,151.1				
2005	11/17/17 01:54:05 PM	703.7	14.91	1,150.5				
2006	11/17/17 01:59:05 PM	703.7	14.91	1,150.4				
2007	11/17/17 02:04:05 PM	704.1	14.92	1,150.7				
2008	11/17/17 02:09:05 PM	704.1	14.93	1,150.4				
2009	11/17/17 02:14:05 PM	704.0	14.95	1,149.6				
2010	11/17/17 02:19:05 PM	704.4	14.96	1,149.9				
2011	11/17/17 02:24:05 PM	704.8	14.98	1,149.9				
2012	11/17/17 02:29:05 PM	705.5	15.01	1,150.1				
2013	11/17/17 02:34:05 PM	705.5	15.02	1,149.7				
2014	11/17/17 02:39:05 PM	705.5	15.02	1,149.7				
2015	11/17/17 02:44:05 PM	705.9	15.04	1,149.7				
2016	11/17/17 02:49:05 PM	705.9	15.04	1,149.6				
2017	11/17/17 02:54:05 PM	706.3	15.05	1,149.9				
2018	11/17/17 02:59:05 PM	705.9	15.05	1,149.2				
2019	11/17/17 03:04:05 PM	706.3	15.05	1,149.7				
2020	11/17/17 03:09:05 PM	705.9	15.04	1,149.3				
2021	11/17/17 03:14:05 PM	705.5	15.03	1,148.9				
2022	11/17/17 03:19:05 PM	705.5	15.01	1,149.4				
2023	11/17/17 03:24:05 PM	705.2	14.99	1,149.4				
2024	11/17/17 03:29:05 PM	704.8	14.99	1,148.6				
2025	11/17/17 03:34:05 PM	705.2	14.98	1,149.5				
2026	11/17/17 03:39:05 PM	705.5	15.01	1,149.1				
2027	11/17/17 03:44:05 PM	705.2	15.01	1,148.5				
2028	11/17/17 03:49:05 PM	705.2	14.99	1,149.0				
2029	11/17/17 03:54:05 PM	705.2	14.99	1,148.9				
2030	11/17/17 03:59:05 PM	704.8	14.98	1,148.5				
2031	11/17/17 04:04:05 PM	704.8	14.99	1,148.1				
2032	11/17/17 04:09:05 PM	705.5	15.01	1,148.6				
2033	11/17/17 04:14:05 PM	705.2	15.01	1,148.1				
2034	11/17/17 04:19:05 PM	705.2	15.01	1,148.0				
2035	11/17/17 04:24:05 PM	705.2	15.02	1,147.6				
2036	11/17/17 04:29:05 PM	705.2	15.02	1,147.6				
2037	11/17/17 04:34:05 PM	705.2	15.02	1,147.5				
2038	11/17/17 04:39:05 PM	705.5	15.03	1,147.6				
2039	11/17/17 04:44:05 PM	705.5	15.02	1,147.8				
2040	11/17/17 04:49:05 PM	705.5	15.03	1,147.5				
2041	11/17/17 04:54:05 PM	705.5	15.03	1,147.4				
2042	11/17/17 04:59:05 PM	705.5	15.02	1,147.6				
2043	11/17/17 05:04:05 PM	705.2	15.02	1,147.1				
2044	11/17/17 05:09:05 PM	705.2	15.01	1,147.3				
2045	11/17/17 05:14:05 PM	705.2	15.01	1,147.2				
2046	11/17/17 05:19:05 PM	705.2	15.02	1,146.8				
2047	11/17/17 05:24:05 PM	704.8	15.01	1,146.4				
2048	11/17/17 05:29:05 PM	704.8	15.01	1,146.3				
2049	11/17/17 05:34:05 PM	704.8	15.01	1,146.2				
2050	11/17/17 05:39:05 PM	704.8	15.01	1,146.2				
2051	11/17/17 05:44:05 PM	704.8	15.01	1,146.1				
2052	11/17/17 05:49:05 PM	704.8	15.01	1,146.0				
2053	11/17/17 05:54:05 PM	704.8	15.01	1,146.0				
2054	11/17/17 05:59:05 PM	704.4	15.01	1,145.2				
2055	11/17/17 06:04:05 PM	704.4	15.01	1,145.2				
2056	11/17/17 06:09:05 PM	704.4	15.01	1,145.1				
2057	11/17/17 06:14:05 PM	704.8	15.01	1,145.7				
2058	11/17/17 06:19:05 PM	704.4	15.01	1,144.9				
2059	11/17/17 06:24:05 PM	704.4	15.01	1,144.9				
2060	11/17/17 06:29:05 PM	704.4	15.01	1,144.8				
2061	11/17/17 06:34:05 PM	704.4	15.01	1,144.7				
